,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,PRED,REAL,CORRECT,TP,TN,FP,FN
786,0,1,1,72,1,0,55.3,0,0,1,0,1,0,0
4367,1,1,0,36,1,0,54.1,0,0,1,0,1,0,0
2759,0,0,0,1,1,0,19.65,0,0,1,0,1,0,0
5661,0,0,0,4,1,1,19.85,0,0,1,0,1,0,0
1164,1,1,0,71,1,1,82.7,0,0,1,0,1,0,0
3348,1,0,0,71,1,1,105.9,0,0,1,0,1,0,0
4493,0,0,1,18,1,0,25.3,0,0,1,0,1,0,0
6929,0,0,1,25,1,0,20.05,0,0,1,0,1,0,0
1261,0,1,0,2,1,1,80.15,0,0,1,0,1,0,0
708,0,1,0,29,1,1,75.3,0,0,1,0,1,0,0
476,1,1,1,35,1,1,76.05,0,0,1,0,1,0,0
626,0,1,0,23,1,0,84.25,0,0,1,0,1,0,0
3230,0,1,1,63,1,0,19.55,0,0,1,0,1,0,0
1183,0,1,0,53,1,1,93.45,0,0,1,0,1,0,0
4303,0,1,0,45,1,0,25.5,0,0,1,0,1,0,0
5078,0,1,1,67,1,1,100.25,0,0,1,0,1,0,0
5638,0,0,0,1,1,0,19.95,0,1,0,0,0,0,1
6526,0,0,1,49,1,1,100.6,1,1,1,1,0,0,0
1001,1,1,0,27,1,1,75.5,1,1,1,1,0,0,0
3778,0,0,0,3,1,0,50.4,1,0,0,0,0,1,0
4134,0,1,0,55,1,1,103.65,0,0,1,0,1,0,0
6285,0,0,0,26,0,0,54.55,0,0,1,0,1,0,0
6121,0,1,1,8,1,0,19.5,0,0,1,0,1,0,0
2866,0,0,0,12,1,1,84.6,0,0,1,0,1,0,0
5795,0,0,0,39,1,1,106.4,0,0,1,0,1,0,0
3621,0,1,1,2,0,1,24.4,0,1,0,0,0,0,1
5816,0,0,0,3,1,0,44.6,0,0,1,0,1,0,0
5185,0,0,1,50,1,1,70.8,0,0,1,0,1,0,0
1253,0,0,0,7,1,1,79.3,1,1,1,1,0,0,0
4267,0,1,0,72,1,1,91.15,0,0,1,0,1,0,0
800,1,1,0,70,1,1,75.65,0,0,1,0,1,0,0
1647,0,1,1,11,1,1,79.5,0,1,0,0,0,0,1
1041,0,0,1,16,1,1,19.3,0,0,1,0,1,0,0
2428,0,0,1,38,1,1,99.25,0,1,0,0,0,0,1
2947,0,1,1,49,1,1,90.4,0,0,1,0,1,0,0
5063,0,0,0,21,1,1,82.35,0,1,0,0,0,0,1
3487,0,1,1,52,1,0,20.1,0,0,1,0,1,0,0
6854,0,0,0,2,1,0,20.0,0,0,1,0,1,0,0
5030,0,0,1,6,1,0,94.5,1,1,1,1,0,0,0
4150,1,1,0,7,1,1,89.0,0,0,1,0,1,0,0
3399,0,0,0,42,1,1,78.45,1,0,0,0,0,1,0
885,0,0,0,1,1,1,20.05,0,0,1,0,1,0,0
6451,1,1,1,66,1,1,116.25,1,0,0,0,0,1,0
4388,0,0,0,17,1,0,19.4,1,0,0,0,0,1,0
2800,0,1,1,20,1,0,20.35,0,0,1,0,1,0,0
6892,0,1,1,48,1,1,99.7,1,0,0,0,0,1,0
5976,0,0,0,29,0,0,34.3,0,0,1,0,1,0,0
1770,1,0,0,41,1,1,113.2,0,1,0,0,0,0,1
479,0,0,1,15,1,0,69.0,0,1,0,0,0,0,1
4196,0,1,1,70,1,0,24.05,0,0,1,0,1,0,0
6567,0,0,0,15,1,1,99.7,1,0,0,0,0,1,0
3597,0,1,0,25,1,1,95.7,0,0,1,0,1,0,0
1574,0,0,1,15,1,0,19.65,0,0,1,0,1,0,0
2400,0,0,1,9,1,0,93.0,0,0,1,0,1,0,0
2087,0,0,0,4,0,1,33.65,0,1,0,0,0,0,1
3561,0,0,0,26,1,1,80.5,0,1,0,0,0,0,1
5386,0,0,0,10,1,1,45.8,0,0,1,0,1,0,0
572,0,0,0,11,1,0,64.9,0,0,1,0,1,0,0
2267,0,1,0,72,1,1,113.65,0,0,1,0,1,0,0
3071,0,1,1,47,1,1,90.5,0,0,1,0,1,0,0
2853,0,0,0,60,1,1,79.2,0,0,1,0,1,0,0
4755,0,1,0,33,1,0,91.25,0,0,1,0,1,0,0
4059,0,1,1,2,1,0,65.7,1,1,1,1,0,0,0
3269,0,0,0,65,1,0,24.8,0,0,1,0,1,0,0
5059,0,0,0,36,1,1,99.15,1,1,1,1,0,0,0
4297,0,0,0,45,1,0,73.55,0,0,1,0,1,0,0
3502,0,0,0,44,0,1,54.0,0,0,1,0,1,0,0
4137,0,1,1,12,1,1,20.1,0,0,1,0,1,0,0
6557,0,0,0,33,1,1,100.0,1,0,0,0,0,1,0
2295,0,0,0,1,0,1,25.15,1,1,1,1,0,0,0
4561,0,1,1,8,1,0,55.75,1,0,0,0,0,1,0
6673,1,0,0,2,1,0,43.95,1,0,0,0,0,1,0
2302,0,1,1,71,1,1,91.25,0,0,1,0,1,0,0
5527,1,1,0,72,1,0,105.0,0,0,1,0,1,0,0
2918,1,1,0,8,0,1,43.35,1,0,0,0,0,1,0
6965,1,1,0,61,1,1,94.2,1,0,0,0,0,1,0
2397,0,0,0,1,1,1,88.35,1,1,1,1,0,0,0
710,0,0,0,1,1,0,19.55,0,1,0,0,0,0,1
4061,0,0,0,14,1,0,50.1,0,0,1,0,1,0,0
83,0,0,0,42,1,1,103.8,0,0,1,0,1,0,0
6300,0,1,1,67,1,1,24.9,0,0,1,0,1,0,0
5079,0,0,0,15,1,0,95.7,1,0,0,0,0,1,0
1017,0,0,0,64,1,1,24.4,0,0,1,0,1,0,0
65,0,0,0,3,1,1,75.3,0,0,1,0,1,0,0
3157,0,0,0,9,1,0,44.95,1,1,1,1,0,0,0
169,0,1,1,16,1,0,20.4,0,0,1,0,1,0,0
3589,0,1,1,31,1,0,59.7,0,0,1,0,1,0,0
603,0,0,0,46,1,0,108.65,0,0,1,0,1,0,0
2430,0,0,0,30,1,1,55.65,1,0,0,0,0,1,0
5866,0,0,0,3,1,1,19.65,0,0,1,0,1,0,0
5113,0,1,1,71,1,0,113.65,0,0,1,0,1,0,0
859,0,1,1,72,0,1,64.8,0,0,1,0,1,0,0
6279,0,1,1,21,1,1,44.95,1,0,0,0,0,1,0
6328,0,0,0,70,1,0,89.75,0,0,1,0,1,0,0
6643,1,1,0,3,1,1,74.6,0,0,1,0,1,0,0
3225,0,0,0,13,1,1,71.95,0,0,1,0,1,0,0
3549,0,1,1,61,1,1,68.05,0,0,1,0,1,0,0
4810,1,0,0,15,1,0,89.85,1,1,1,1,0,0,0
1461,0,1,0,22,1,0,95.9,0,0,1,0,1,0,0
1755,0,0,0,12,1,1,54.3,1,0,0,0,0,1,0
4577,1,1,0,62,1,1,104.85,0,0,1,0,1,0,0
478,0,0,0,5,1,1,96.1,1,1,1,1,0,0,0
3259,0,0,0,6,1,0,70.55,0,0,1,0,1,0,0
7025,0,0,0,18,1,1,95.05,0,0,1,0,1,0,0
1909,0,1,1,7,1,0,20.65,0,0,1,0,1,0,0
4479,0,0,0,59,1,0,24.45,0,0,1,0,1,0,0
1051,0,1,1,16,0,1,35.5,0,0,1,0,1,0,0
4935,1,1,0,45,1,0,24.7,0,0,1,0,1,0,0
705,0,0,0,25,1,1,79.85,1,1,1,1,0,0,0
3533,0,0,0,10,1,1,19.8,0,0,1,0,1,0,0
423,0,1,1,44,1,0,25.7,0,0,1,0,1,0,0
3354,0,0,0,54,0,0,44.1,0,0,1,0,1,0,0
921,0,0,0,12,1,0,20.45,0,0,1,0,1,0,0
5914,0,1,1,25,1,0,54.3,0,0,1,0,1,0,0
3556,0,1,1,6,1,0,19.45,0,0,1,0,1,0,0
2938,0,1,0,53,1,0,97.75,0,0,1,0,1,0,0
646,0,0,0,1,1,1,45.7,1,1,1,1,0,0,0
3729,0,0,0,62,1,1,20.05,0,0,1,0,1,0,0
1330,0,1,0,22,1,1,56.25,0,0,1,0,1,0,0
258,0,1,0,2,1,1,44.6,0,1,0,0,0,0,1
486,0,0,0,15,1,1,100.15,1,0,0,0,0,1,0
847,0,1,1,12,0,0,33.15,0,0,1,0,1,0,0
1850,1,1,0,47,1,1,67.45,0,0,1,0,1,0,0
2886,0,0,0,60,1,1,104.95,0,0,1,0,1,0,0
4242,0,0,0,1,1,0,19.75,0,0,1,0,1,0,0
2359,0,1,0,33,1,1,72.75,0,0,1,0,1,0,0
4333,0,1,0,31,1,1,90.55,0,0,1,0,1,0,0
6204,0,0,0,13,0,1,25.15,0,0,1,0,1,0,0
3814,0,1,0,72,1,1,88.7,0,0,1,0,1,0,0
4897,0,1,1,15,0,1,30.2,0,0,1,0,1,0,0
7011,0,0,0,4,1,1,60.4,0,1,0,0,0,0,1
6167,0,1,1,47,1,0,90.05,0,0,1,0,1,0,0
3478,0,0,0,23,1,1,78.55,0,0,1,0,1,0,0
1797,0,0,0,30,1,0,19.4,0,0,1,0,1,0,0
5448,0,1,1,41,1,1,101.6,0,0,1,0,1,0,0
4571,0,1,0,20,1,1,69.8,0,0,1,0,1,0,0
4903,0,0,0,5,1,1,90.8,0,1,0,0,0,0,1
6705,0,1,1,22,1,1,51.1,1,0,0,0,0,1,0
3780,0,1,1,55,1,1,55.25,0,0,1,0,1,0,0
6792,0,0,0,56,1,0,24.9,0,1,0,0,0,0,1
3165,0,1,1,24,1,0,20.25,0,0,1,0,1,0,0
1546,0,0,0,60,1,0,19.85,0,0,1,0,1,0,0
4224,0,1,0,71,1,0,19.6,0,0,1,0,1,0,0
2194,0,0,0,1,1,1,79.5,1,1,1,1,0,0,0
2195,0,1,0,28,1,0,25.55,0,0,1,0,1,0,0
3587,1,0,0,9,1,1,99.45,0,1,0,0,0,0,1
5025,0,1,1,6,1,1,69.8,0,0,1,0,1,0,0
1431,0,1,0,43,1,1,64.85,0,0,1,0,1,0,0
515,0,0,0,40,1,0,104.8,0,1,0,0,0,0,1
2012,0,1,0,47,1,1,98.75,0,1,0,0,0,0,1
909,0,0,0,71,1,1,111.25,0,0,1,0,1,0,0
2456,0,1,1,47,1,0,24.55,0,0,1,0,1,0,0
1058,0,1,1,2,1,1,89.55,0,1,0,0,0,0,1
613,1,0,0,44,1,1,109.8,1,0,0,0,0,1,0
1896,0,0,0,38,1,0,69.95,0,0,1,0,1,0,0
4645,0,1,0,33,1,1,104.4,1,1,1,1,0,0,0
2735,1,0,0,52,1,1,72.95,0,0,1,0,1,0,0
581,0,0,0,1,1,0,75.3,1,1,1,1,0,0,0
6963,0,1,1,9,1,1,102.6,1,0,0,0,0,1,0
5930,0,0,0,72,1,1,84.7,0,0,1,0,1,0,0
5153,1,1,0,41,1,1,94.55,1,0,0,0,0,1,0
917,0,0,0,72,0,1,65.55,0,0,1,0,1,0,0
5804,0,1,1,71,1,0,23.9,0,0,1,0,1,0,0
2860,1,0,0,67,1,1,101.4,0,0,1,0,1,0,0
2482,0,1,0,2,1,1,45.0,0,0,1,0,1,0,0
4155,1,0,0,72,1,1,117.35,0,0,1,0,1,0,0
6317,0,0,0,1,1,1,79.15,1,1,1,1,0,0,0
262,1,1,0,57,1,1,89.85,0,0,1,0,1,0,0
2168,1,1,0,7,1,1,74.4,1,1,1,1,0,0,0
6074,0,1,0,1,0,1,23.45,1,1,1,1,0,0,0
4811,0,0,0,4,1,1,46.0,0,1,0,0,0,0,1
5396,0,0,1,35,1,1,20.1,0,0,1,0,1,0,0
111,0,0,0,52,1,0,57.95,0,0,1,0,1,0,0
942,0,0,0,24,1,1,79.85,1,0,0,0,0,1,0
6473,0,0,0,1,1,0,94.4,1,1,1,1,0,0,0
4013,0,0,0,2,1,1,54.35,1,0,0,0,0,1,0
6232,0,0,0,5,1,1,100.5,0,1,0,0,0,0,1
6172,0,1,0,10,1,1,70.1,0,1,0,0,0,0,1
313,1,1,0,5,1,1,69.35,1,0,0,0,0,1,0
1919,0,0,0,1,1,0,50.9,1,1,1,1,0,0,0
3992,0,0,0,70,1,0,84.7,0,0,1,0,1,0,0
5186,1,0,0,1,0,1,36.45,1,1,1,1,0,0,0
4535,0,1,1,30,1,1,100.05,0,1,0,0,0,0,1
3383,0,1,0,6,1,1,75.5,0,1,0,0,0,0,1
681,0,1,1,61,1,1,73.8,0,0,1,0,1,0,0
2282,1,1,1,66,1,1,99.5,0,1,0,0,0,0,1
5882,0,1,1,14,1,1,19.7,0,0,1,0,1,0,0
1576,1,1,0,68,1,1,60.65,0,0,1,0,1,0,0
889,0,1,1,63,1,1,100.55,0,1,0,0,0,0,1
1460,0,0,0,5,1,1,85.3,0,1,0,0,0,0,1
5819,0,1,1,70,1,1,115.15,0,0,1,0,1,0,0
674,1,0,0,52,0,1,49.15,0,1,0,0,0,0,1
2660,0,0,1,13,1,1,52.1,1,0,0,0,0,1,0
2228,1,1,0,70,1,1,104.45,0,0,1,0,1,0,0
2713,0,0,0,1,1,1,20.45,0,0,1,0,1,0,0
5956,0,0,0,31,1,1,89.9,0,1,0,0,0,0,1
3390,0,1,0,56,1,0,19.95,0,0,1,0,1,0,0
1668,0,0,0,45,1,1,115.65,0,0,1,0,1,0,0
6276,0,1,1,15,1,0,20.35,1,0,0,0,0,1,0
2476,0,1,0,69,1,1,84.7,0,0,1,0,1,0,0
1438,0,0,0,40,1,1,50.25,0,0,1,0,1,0,0
3493,0,0,0,2,1,1,46.6,0,0,1,0,1,0,0
691,0,1,1,31,1,1,75.25,1,0,0,0,0,1,0
2124,0,1,0,5,0,1,24.95,0,1,0,0,0,0,1
6560,0,0,1,23,1,0,19.8,0,0,1,0,1,0,0
5005,0,1,0,39,1,1,104.7,0,1,0,0,0,0,1
6214,0,0,0,44,1,0,20.05,0,0,1,0,1,0,0
3343,0,0,0,16,1,0,20.1,0,0,1,0,1,0,0
168,1,1,0,58,0,1,45.3,1,1,1,1,0,0,0
3761,0,1,0,72,1,1,82.65,0,0,1,0,1,0,0
845,0,1,1,15,1,0,20.55,0,0,1,0,1,0,0
6088,0,0,0,1,1,1,55.4,0,1,0,0,0,0,1
2729,0,0,0,2,1,1,85.7,1,1,1,1,0,0,0
3922,1,1,0,67,1,1,94.65,0,0,1,0,1,0,0
1500,0,0,0,37,0,1,40.2,0,0,1,0,1,0,0
4659,0,1,1,65,1,1,104.3,0,0,1,0,1,0,0
6038,0,1,1,70,1,1,114.2,0,1,0,0,0,0,1
3328,0,0,0,1,1,1,70.25,1,0,0,0,0,1,0
1165,0,0,0,25,1,0,19.9,0,0,1,0,1,0,0
3017,0,1,1,18,1,1,61.5,0,0,1,0,1,0,0
2716,0,1,0,19,1,0,44.9,0,0,1,0,1,0,0
4396,1,0,0,1,0,1,25.1,1,1,1,1,0,0,0
6717,1,1,0,57,1,0,100.6,0,1,0,0,0,0,1
6427,0,0,0,41,1,0,20.15,0,0,1,0,1,0,0
1081,1,1,0,46,1,1,98.85,1,0,0,0,0,1,0
1732,1,1,1,61,1,0,99.0,1,0,0,0,0,1,0
4503,0,0,0,17,1,1,94.4,0,1,0,0,0,0,1
5367,0,1,1,65,1,1,82.5,0,0,1,0,1,0,0
6961,0,1,0,24,1,1,75.4,0,1,0,0,0,0,1
6345,1,0,0,2,1,1,56.55,0,0,1,0,1,0,0
2692,0,0,0,22,1,1,49.8,1,0,0,0,0,1,0
6934,0,1,0,71,1,1,104.15,0,0,1,0,1,0,0
4065,0,0,0,1,1,0,19.75,0,1,0,0,0,0,1
6039,1,1,0,27,0,0,36.5,0,1,0,0,0,0,1
6247,0,0,0,60,1,1,89.55,0,0,1,0,1,0,0
6186,0,1,0,47,1,1,110.85,0,1,0,0,0,0,1
4324,0,0,0,40,1,0,67.45,0,0,1,0,1,0,0
6327,0,0,0,28,1,1,91.25,1,0,0,0,0,1,0
927,0,0,0,13,1,1,81.15,0,1,0,0,0,0,1
4372,0,1,1,1,1,1,20.15,1,0,0,0,0,1,0
1255,0,0,0,2,0,1,30.9,1,1,1,1,0,0,0
5803,0,1,0,5,1,1,81.3,1,1,1,1,0,0,0
1222,0,1,1,64,1,0,69.25,0,0,1,0,1,0,0
5822,1,0,0,35,1,0,70.55,0,0,1,0,1,0,0
6275,0,0,0,62,1,0,69.4,0,0,1,0,1,0,0
6111,0,0,0,40,1,0,83.85,0,0,1,0,1,0,0
4859,1,1,0,63,1,0,108.5,0,0,1,0,1,0,0
2923,0,0,0,54,1,0,89.8,0,0,1,0,1,0,0
2761,1,0,0,10,0,1,34.7,0,1,0,0,0,0,1
2957,0,0,0,4,1,1,80.3,1,0,0,0,0,1,0
5841,1,0,0,70,0,1,45.25,0,1,0,0,0,0,1
6848,0,1,0,2,1,0,69.0,1,0,0,0,0,1,0
1592,0,1,1,42,1,1,77.95,0,1,0,0,0,0,1
2056,0,0,0,51,1,0,81.0,0,0,1,0,1,0,0
6307,0,0,0,32,1,0,19.9,0,0,1,0,1,0,0
5610,0,0,0,3,1,1,75.5,0,1,0,0,0,0,1
2612,0,1,1,14,1,0,80.45,0,0,1,0,1,0,0
2472,0,1,0,67,1,0,70.9,0,0,1,0,1,0,0
600,0,0,0,16,1,1,74.55,0,0,1,0,1,0,0
1115,0,0,0,39,1,1,53.85,0,0,1,0,1,0,0
1872,0,1,1,41,1,0,19.7,0,0,1,0,1,0,0
4415,0,1,0,66,1,1,66.1,0,0,1,0,1,0,0
6231,1,1,0,1,1,1,76.4,1,1,1,1,0,0,0
5812,0,1,1,1,1,1,71.0,1,1,1,1,0,0,0
2111,0,1,1,30,1,0,21.25,0,0,1,0,1,0,0
1312,0,0,0,48,1,1,70.95,0,0,1,0,1,0,0
4230,0,0,0,11,1,1,73.5,0,1,0,0,0,0,1
826,1,1,0,7,1,1,95.6,1,1,1,1,0,0,0
864,0,0,0,22,1,1,94.65,0,1,0,0,0,0,1
2197,0,1,0,66,1,0,63.85,0,0,1,0,1,0,0
5851,1,0,0,35,1,1,110.8,0,0,1,0,1,0,0
3829,1,1,0,43,1,1,101.0,0,1,0,0,0,0,1
4353,0,0,0,1,1,1,74.9,1,1,1,1,0,0,0
5054,0,0,0,68,1,1,54.45,0,0,1,0,1,0,0
1233,0,1,1,70,1,0,24.7,0,0,1,0,1,0,0
3971,0,0,0,25,1,0,24.75,1,1,1,1,0,0,0
893,0,0,0,1,0,0,24.6,0,1,0,0,0,0,1
1136,0,1,1,63,1,0,20.0,0,0,1,0,1,0,0
7034,0,0,0,67,1,1,102.95,1,1,1,1,0,0,0
1110,0,0,0,60,0,0,39.6,0,0,1,0,1,0,0
3733,0,0,1,25,0,0,35.05,0,0,1,0,1,0,0
5683,0,0,0,39,0,1,50.75,0,1,0,0,0,0,1
4911,1,1,0,72,1,1,84.8,0,0,1,0,1,0,0
1714,0,0,0,68,1,0,76.75,0,0,1,0,1,0,0
6011,0,1,1,37,1,0,19.35,0,0,1,0,1,0,0
2217,0,1,1,66,1,0,89.9,0,0,1,0,1,0,0
2903,0,1,1,12,0,0,35.5,0,0,1,0,1,0,0
497,0,1,0,70,1,0,19.8,0,0,1,0,1,0,0
1442,0,1,1,52,1,0,100.3,1,0,0,0,0,1,0
7033,0,0,0,38,1,1,69.5,0,0,1,0,1,0,0
3930,0,1,1,67,1,1,109.4,0,0,1,0,1,0,0
4673,1,0,0,25,1,1,102.8,0,1,0,0,0,0,1
5053,0,1,1,16,1,1,79.95,0,0,1,0,1,0,0
5622,0,0,0,23,1,1,104.05,0,1,0,0,0,0,1
5183,1,1,1,34,1,1,79.6,0,1,0,0,0,0,1
4676,0,0,1,19,1,1,20.0,0,0,1,0,1,0,0
3058,0,0,1,17,1,1,55.85,0,1,0,0,0,0,1
2741,1,0,0,5,1,1,89.5,1,1,1,1,0,0,0
5410,0,1,0,64,1,1,99.0,0,0,1,0,1,0,0
733,0,1,1,72,1,0,79.05,0,0,1,0,1,0,0
5711,1,1,0,20,1,0,90.8,0,1,0,0,0,0,1
529,1,0,0,56,1,1,99.9,1,0,0,0,0,1,0
101,0,1,1,1,1,0,19.45,0,0,1,0,1,0,0
48,0,0,0,52,1,1,79.75,0,0,1,0,1,0,0
3232,0,1,1,36,1,0,53.65,0,0,1,0,1,0,0
4819,0,0,1,53,1,0,19.75,0,1,0,0,0,0,1
6441,0,1,1,17,1,1,55.35,0,0,1,0,1,0,0
2847,0,1,0,26,1,0,79.3,0,0,1,0,1,0,0
4307,1,0,0,37,1,1,96.55,1,1,1,1,0,0,0
1297,0,0,0,5,1,0,75.6,1,0,0,0,0,1,0
2250,0,0,0,15,1,0,20.1,0,0,1,0,1,0,0
2598,0,0,0,7,1,1,75.15,1,0,0,0,0,1,0
5595,0,0,0,2,1,0,19.4,0,0,1,0,1,0,0
4193,0,0,0,10,1,0,19.75,0,0,1,0,1,0,0
6423,0,1,1,72,1,0,24.25,0,0,1,0,1,0,0
4767,0,1,1,1,1,0,19.85,1,0,0,0,0,1,0
2846,0,1,0,2,1,1,62.15,0,0,1,0,1,0,0
6014,0,0,0,54,1,1,94.1,0,0,1,0,1,0,0
6954,0,0,0,15,1,1,19.8,1,0,0,0,0,1,0
6819,1,0,0,55,1,1,98.8,0,1,0,0,0,0,1
6556,0,1,1,6,1,0,19.0,1,0,0,0,0,1,0
3579,0,1,1,40,1,1,81.2,0,0,1,0,1,0,0
5978,0,0,0,46,1,0,84.25,0,0,1,0,1,0,0
625,0,1,0,25,1,1,95.15,0,0,1,0,1,0,0
3734,1,0,0,72,1,1,108.1,0,0,1,0,1,0,0
4519,0,1,0,57,1,1,109.4,1,0,0,0,0,1,0
5259,1,1,0,30,1,0,77.9,0,0,1,0,1,0,0
1207,0,0,1,9,1,1,69.4,0,0,1,0,1,0,0
3529,1,1,0,2,1,1,74.2,1,0,0,0,0,1,0
4068,0,1,1,14,1,1,19.5,0,0,1,0,1,0,0
6754,0,0,1,0,1,1,61.9,0,0,1,0,1,0,0
4330,0,0,0,19,1,1,78.25,0,1,0,0,0,0,1
2252,0,1,1,64,1,0,19.8,0,0,1,0,1,0,0
4895,1,1,0,44,1,1,85.15,1,0,0,0,0,1,0
4743,0,1,0,56,1,0,59.5,0,0,1,0,1,0,0
3632,0,1,0,24,1,1,79.65,1,0,0,0,0,1,0
4688,1,1,0,70,1,1,90.85,0,0,1,0,1,0,0
5467,0,0,0,53,1,0,98.6,0,0,1,0,1,0,0
4171,0,0,0,9,1,1,18.95,0,1,0,0,0,0,1
629,1,1,0,49,1,0,90.05,0,1,0,0,0,0,1
1890,0,1,1,1,1,1,21.0,1,1,1,1,0,0,0
1224,0,1,1,1,1,1,45.85,0,1,0,0,0,0,1
5548,0,1,0,70,1,0,24.25,0,0,1,0,1,0,0
35,0,1,1,72,1,0,99.9,0,0,1,0,1,0,0
4253,0,1,1,22,1,1,88.75,1,0,0,0,0,1,0
6041,0,0,0,5,1,0,19.95,0,0,1,0,1,0,0
2797,0,0,0,3,1,1,100.95,0,1,0,0,0,0,1
5144,1,1,0,3,0,1,30.75,1,0,0,0,0,1,0
974,0,1,1,59,1,1,75.95,0,0,1,0,1,0,0
5110,0,0,0,8,1,1,73.5,0,0,1,0,1,0,0
5489,0,0,1,11,0,0,25.2,0,0,1,0,1,0,0
907,0,0,0,19,1,1,65.35,0,0,1,0,1,0,0
5948,0,1,0,70,1,0,84.6,0,0,1,0,1,0,0
4778,0,0,1,62,1,1,24.4,0,0,1,0,1,0,0
3943,1,0,0,1,1,0,44.0,1,0,0,0,0,1,0
5876,1,0,0,1,1,1,86.0,1,1,1,1,0,0,0
6900,1,0,0,51,1,1,94.0,0,0,1,0,1,0,0
4034,0,1,1,8,1,0,44.65,0,0,1,0,1,0,0
6610,0,0,0,5,1,1,80.1,1,0,0,0,0,1,0
6013,1,1,0,50,1,1,100.65,0,0,1,0,1,0,0
3454,1,1,1,29,0,1,35.65,0,0,1,0,1,0,0
5136,1,0,0,2,1,1,72.6,1,0,0,0,0,1,0
4096,0,0,0,20,1,1,89.4,1,0,0,0,0,1,0
853,0,0,0,5,1,1,64.35,0,0,1,0,1,0,0
5967,1,0,0,4,0,1,25.2,1,1,1,1,0,0,0
4114,0,1,1,51,1,0,19.95,0,0,1,0,1,0,0
5188,1,1,0,30,1,1,101.5,0,0,1,0,1,0,0
788,0,1,1,24,1,0,78.4,0,0,1,0,1,0,0
4657,0,1,0,42,0,1,25.1,0,0,1,0,1,0,0
4738,0,0,0,5,1,0,104.1,0,1,0,0,0,0,1
4237,0,0,0,5,1,1,70.05,0,1,0,0,0,0,1
6075,0,0,0,10,1,0,64.9,0,0,1,0,1,0,0
2045,0,0,0,69,1,1,110.5,0,0,1,0,1,0,0
5459,0,1,1,10,1,1,88.85,0,0,1,0,1,0,0
2739,0,1,0,61,1,0,101.15,0,0,1,0,1,0,0
5219,0,0,0,1,1,0,20.6,0,0,1,0,1,0,0
3928,0,1,0,18,1,1,95.95,0,0,1,0,1,0,0
1738,0,1,0,66,1,1,90.55,0,0,1,0,1,0,0
5294,0,1,1,53,1,1,104.05,0,0,1,0,1,0,0
1226,0,1,0,72,1,0,24.65,0,0,1,0,1,0,0
4157,0,0,0,11,1,0,45.2,0,0,1,0,1,0,0
3028,0,0,0,5,0,1,43.25,1,1,1,1,0,0,0
5658,0,1,0,24,1,1,93.0,0,0,1,0,1,0,0
393,0,0,0,19,1,0,19.9,0,0,1,0,1,0,0
930,0,0,0,16,1,0,75.1,1,0,0,0,0,1,0
10,0,1,1,13,1,1,49.95,0,0,1,0,1,0,0
4412,0,0,0,66,1,0,25.45,0,0,1,0,1,0,0
4583,0,1,0,71,1,0,90.1,0,0,1,0,1,0,0
3763,0,1,0,4,1,1,80.35,1,1,1,1,0,0,0
2226,0,1,1,23,0,0,34.6,0,0,1,0,1,0,0
274,0,0,0,1,1,0,70.6,1,1,1,1,0,0,0
2554,0,0,0,18,1,1,50.0,0,0,1,0,1,0,0
6037,1,0,0,63,1,1,109.4,0,0,1,0,1,0,0
1075,0,1,1,59,1,1,96.65,0,0,1,0,1,0,0
6358,0,1,1,72,1,1,80.45,0,0,1,0,1,0,0
1705,1,1,0,55,1,0,90.45,0,0,1,0,1,0,0
4948,0,0,0,4,1,0,55.5,0,0,1,0,1,0,0
3320,1,1,0,18,1,1,59.1,0,0,1,0,1,0,0
6384,0,1,0,10,1,0,20.1,1,0,0,0,0,1,0
1372,0,0,0,23,1,0,95.3,0,0,1,0,1,0,0
3870,0,1,0,68,0,1,54.4,0,0,1,0,1,0,0
2933,0,1,1,68,1,1,24.0,0,0,1,0,1,0,0
666,0,0,0,2,1,0,69.65,1,1,1,1,0,0,0
5233,0,1,0,8,1,0,101.15,0,1,0,0,0,0,1
37,0,0,0,46,1,1,74.8,0,0,1,0,1,0,0
4892,1,0,0,20,1,1,84.35,1,0,0,0,0,1,0
1789,0,1,0,54,0,0,30.4,0,0,1,0,1,0,0
2635,0,0,0,63,1,0,25.25,0,0,1,0,1,0,0
4832,0,1,0,32,1,0,70.5,0,0,1,0,1,0,0
4878,0,1,0,31,1,1,59.05,0,0,1,0,1,0,0
5608,0,1,1,13,1,0,54.15,1,0,0,0,0,1,0
5227,0,0,0,7,1,0,96.2,1,0,0,0,0,1,0
549,0,0,0,15,1,0,19.75,1,0,0,0,0,1,0
956,0,1,1,71,1,0,25.45,0,0,1,0,1,0,0
3935,0,1,0,70,1,0,19.85,0,0,1,0,1,0,0
6241,0,0,0,3,1,1,49.15,1,1,1,1,0,0,0
6511,0,1,1,63,1,1,50.65,0,0,1,0,1,0,0
491,0,0,0,2,1,1,59.0,0,0,1,0,1,0,0
3023,0,1,1,72,1,0,89.7,0,0,1,0,1,0,0
6830,0,0,0,35,1,1,20.2,0,0,1,0,1,0,0
2241,0,1,1,56,1,1,24.95,1,0,0,0,0,1,0
6162,1,1,0,60,0,1,49.45,1,0,0,0,0,1,0
4501,0,0,0,39,1,0,20.7,0,0,1,0,1,0,0
