,,,,,,,,,,,,,,,,Threshold,0.5,Coefficient,10,1,5,20,,WEIGHTED ACCURACY,,,,,,,
,704,1,33,0,130499.09,2,1,1,74804.36,1,0,0,0,0.082635020926618,0,0.417364979073382,0,TRUE,0,1,0,0,,,,,,,,,
,706,0,24,2,141078.57,1,1,1,24402.87,0,0,1,0,0.08269345631965,0,0.41730654368035,0,TRUE,0,1,0,0,,,,,,,,,
,525,1,25,6,0,2,1,0,89566.64,1,0,0,0,0.082695576516873,0,0.417304423483127,0,TRUE,0,1,0,0,,,,,,,,,
,802,0,29,9,127414.55,1,1,1,134459.12,1,0,0,0,0.082751619454827,0,0.417248380545173,0,TRUE,0,1,0,0,,,,,,,,,
,590,0,22,7,125265.61,1,1,1,161253.08,0,0,1,0,0.082790267610212,0,0.417209732389788,0,TRUE,0,1,0,0,,,,,,,,,
,670,0,33,8,126679.69,1,1,1,39451.09,1,0,0,0,0.082813438035634,0,0.417186561964366,0,TRUE,0,1,0,0,,,,,,,,,
,651,0,34,4,91562.99,1,1,1,123954.15,1,0,0,0,0.08282864737093,0,0.41717135262907,0,TRUE,0,1,0,0,,,,,,,,,
,683,0,30,1,113257.2,1,1,1,65035.02,0,0,1,0,0.082835304315977,0,0.417164695684023,0,TRUE,0,1,0,0,,,,,,,,,
,696,0,34,9,150856.79,1,0,1,8236.78,1,0,0,0,0.082879733578468,0,0.417120266421532,0,TRUE,0,1,0,0,,,,,,,,,
,678,1,32,5,0,2,1,0,90284.47,1,0,0,0,0.082915957517778,0,0.417084042482222,0,TRUE,0,1,0,0,,,,,,,,,
,685,0,20,4,104719.94,2,1,0,38691.34,1,0,0,0,0.082916166736099,0,0.417083833263901,0,TRUE,0,1,0,0,,,,,,,,,
,790,1,31,9,0,2,1,0,84126.75,1,0,0,0,0.082960814984958,0,0.417039185015042,0,TRUE,0,1,0,0,,,,,,,,,
,668,0,72,2,0,2,1,1,70783.61,1,0,0,0,0.08296503433577,0,0.41703496566423,0,TRUE,0,1,0,0,,,,,,,,,
,736,1,30,9,0,2,1,0,34180.33,1,0,0,0,0.082992662083761,0,0.417007337916239,0,TRUE,0,1,0,0,,,,,,,,,
,634,0,34,8,105302.66,1,1,1,123164.97,1,0,0,0,0.083075141322881,0,0.41692485867712,0,TRUE,0,1,0,0,,,,,,,,,
,425,1,22,7,169649.73,2,0,1,136365,0,0,1,0,0.083084465144555,1,0.416915534855445,0,FALSE,0,0,0,1,,,,,,,,,
,648,0,33,7,134944,1,1,1,117036.38,1,0,0,0,0.083223349410787,0,0.416776650589213,0,TRUE,0,1,0,0,,,,,,,,,
,609,0,32,7,71872.19,1,1,1,151924.9,1,0,0,0,0.083229051733934,0,0.416770948266066,0,TRUE,0,1,0,0,,,,,,,,,
,782,0,34,6,147422.44,1,0,1,42143.61,0,0,1,0,0.083239992881751,0,0.416760007118249,0,TRUE,0,1,0,0,,,,,,,,,
,715,0,31,7,0,1,1,1,149970.59,0,0,1,0,0.083249232389867,0,0.416750767610133,0,TRUE,0,1,0,0,,,,,,,,,
,739,0,41,5,0,2,0,0,143882.25,1,0,0,0,0.083274435400078,0,0.416725564599922,0,TRUE,0,1,0,0,,,,,,,,,
,498,0,29,8,127864.26,1,1,1,46677.9,0,0,1,0,0.083281275931319,0,0.416718724068681,0,TRUE,0,1,0,0,,,,,,,,,
,762,1,26,7,123709.46,2,1,1,169654.57,0,0,1,0,0.083286546041059,0,0.416713453958941,0,TRUE,0,1,0,0,,,,,,,,,
,659,0,29,6,123192.12,1,1,1,56971.41,1,0,0,0,0.083297381958256,1,0.416702618041744,0,FALSE,0,0,0,1,,,,,,,,,
,788,0,36,10,109632.85,1,1,1,16149.13,0,0,1,0,0.083328940155173,0,0.416671059844827,0,TRUE,0,1,0,0,,,,,,,,,
,762,1,19,6,0,2,1,0,55500.17,0,0,1,0,0.083368107423586,0,0.416631892576414,0,TRUE,0,1,0,0,,,,,,,,,
,709,0,32,4,147307.91,1,0,1,40861.55,1,0,0,0,0.083438561800422,0,0.416561438199578,0,TRUE,0,1,0,0,,,,,,,,,
,573,1,30,6,0,2,1,0,66190.21,1,0,0,0,0.083449837190738,0,0.416550162809262,0,TRUE,0,1,0,0,,,,,,,,,
,642,0,26,8,144238.7,1,1,1,184399.76,0,0,1,0,0.083484515364154,0,0.416515484635846,0,TRUE,0,1,0,0,,,,,,,,,
,779,0,71,3,0,2,1,1,146895.36,1,0,0,0,0.083485457992245,1,0.416514542007755,0,FALSE,0,0,0,1,,,,,,,,,
,670,1,27,5,79336.61,1,1,1,26170.08,1,0,0,0,0.083501348960772,0,0.416498651039228,0,TRUE,0,1,0,0,,,,,,,,,
,535,0,35,8,118989.92,1,1,1,135536.72,0,0,1,0,0.083526363972778,0,0.416473636027222,0,TRUE,0,1,0,0,,,,,,,,,
,658,0,35,9,71829.34,1,1,1,68141.92,0,0,1,0,0.083529648974838,0,0.416470351025162,0,TRUE,0,1,0,0,,,,,,,,,
,575,1,26,7,0,2,1,0,112507.63,0,0,1,0,0.083548072456294,0,0.416451927543706,0,TRUE,0,1,0,0,,,,,,,,,
,579,0,22,3,118680.57,1,1,1,49829.8,0,0,1,0,0.083615992884041,0,0.416384007115959,0,TRUE,0,1,0,0,,,,,,,,,
,632,0,38,4,0,2,0,0,192505.62,1,0,0,0,0.083649824003593,0,0.416350175996407,0,TRUE,0,1,0,0,,,,,,,,,
,460,1,27,7,0,2,1,0,156150.08,1,0,0,0,0.083670197542217,1,0.416329802457783,0,FALSE,0,0,0,1,,,,,,,,,
,813,0,27,1,137275.36,1,0,1,115733.16,0,0,1,0,0.083685483002361,0,0.416314516997639,0,TRUE,0,1,0,0,,,,,,,,,
,719,0,35,3,122964.88,1,1,1,138231.7,0,0,1,0,0.083689068270899,0,0.416310931729101,0,TRUE,0,1,0,0,,,,,,,,,
,828,0,34,8,129433.34,2,0,0,38131.77,1,0,0,0,0.083696480813333,0,0.416303519186668,0,TRUE,0,1,0,0,,,,,,,,,
,712,0,35,7,124616.23,1,1,1,69320.97,1,0,0,0,0.083744147693136,0,0.416255852306864,0,TRUE,0,1,0,0,,,,,,,,,
,730,0,25,5,167385.81,1,1,1,56307.51,0,0,1,0,0.083772197227041,0,0.416227802772959,0,TRUE,0,1,0,0,,,,,,,,,
,636,1,32,8,0,2,1,0,138555.46,0,0,1,0,0.083833575180047,0,0.416166424819953,0,TRUE,0,1,0,0,,,,,,,,,
,511,1,30,5,0,2,1,0,143994.86,1,0,0,0,0.083849889100043,0,0.416150110899958,0,TRUE,0,1,0,0,,,,,,,,,
,695,1,29,9,0,2,1,0,111565.45,1,0,0,0,0.083852906939647,0,0.416147093060354,0,TRUE,0,1,0,0,,,,,,,,,
,704,0,23,6,166594.78,1,1,1,155823.2,1,0,0,0,0.084034216229264,0,0.415965783770737,0,TRUE,0,1,0,0,,,,,,,,,
,425,0,39,4,0,2,1,0,197226.32,1,0,0,0,0.08405641898256,0,0.41594358101744,0,TRUE,0,1,0,0,,,,,,,,,
,572,0,23,2,126873.52,1,0,1,67040.12,0,0,1,0,0.084103774935235,0,0.415896225064765,0,TRUE,0,1,0,0,,,,,,,,,
,492,1,28,9,0,2,1,0,95957.09,1,0,0,0,0.084158912788692,0,0.415841087211308,0,TRUE,0,1,0,0,,,,,,,,,
,666,1,27,4,0,2,0,0,88751.45,1,0,0,0,0.084189849303829,0,0.415810150696172,0,TRUE,0,1,0,0,,,,,,,,,
,660,0,19,5,127649.64,1,1,1,40368.65,1,0,0,0,0.084201916955285,0,0.415798083044715,0,TRUE,0,1,0,0,,,,,,,,,
,680,1,34,7,0,2,1,0,98949.85,0,0,1,0,0.084217437331921,0,0.415782562668079,0,TRUE,0,1,0,0,,,,,,,,,
,693,0,28,1,145118.83,1,0,1,77742.38,0,0,1,0,0.084260516818629,0,0.415739483181371,0,TRUE,0,1,0,0,,,,,,,,,
,640,1,29,4,0,2,1,0,44904.26,1,0,0,0,0.084267490973899,0,0.415732509026101,0,TRUE,0,1,0,0,,,,,,,,,
,598,0,35,8,114212.6,1,1,1,74322.85,1,0,0,0,0.084451519891373,0,0.415548480108627,0,TRUE,0,1,0,0,,,,,,,,,
,652,1,40,4,79927.36,2,1,1,33524.6,1,0,0,0,0.084462097677298,0,0.415537902322702,0,TRUE,0,1,0,0,,,,,,,,,
,649,1,31,2,0,2,1,0,15200.61,1,0,0,0,0.084669439605341,0,0.415330560394659,0,TRUE,0,1,0,0,,,,,,,,,
,585,1,33,8,0,2,1,0,114182.07,0,0,1,0,0.084700076760677,0,0.415299923239323,0,TRUE,0,1,0,0,,,,,,,,,
,761,1,32,4,103515.39,2,1,1,177622.38,0,0,1,0,0.084714600076626,0,0.415285399923374,0,TRUE,0,1,0,0,,,,,,,,,
,449,1,33,8,0,2,0,0,156792.89,0,0,1,0,0.08471564425211,0,0.41528435574789,0,TRUE,0,1,0,0,,,,,,,,,
,611,1,29,4,78885.88,2,1,1,26927.69,0,1,0,0,0.084768978763778,0,0.415231021236222,0,TRUE,0,1,0,0,,,,,,,,,
,648,0,34,3,95039.73,2,1,1,147055.87,0,1,0,0,0.084844565601578,0,0.415155434398422,0,TRUE,0,1,0,0,,,,,,,,,
,650,0,34,4,106005.54,1,0,1,142995.32,1,0,0,0,0.084877719651592,0,0.415122280348408,0,TRUE,0,1,0,0,,,,,,,,,
,687,0,34,7,129895.19,1,0,1,28698.17,1,0,0,0,0.084999807138062,0,0.415000192861938,0,TRUE,0,1,0,0,,,,,,,,,
,655,0,37,5,93147,2,1,0,66214.13,1,0,0,0,0.085000905797008,0,0.414999094202992,0,TRUE,0,1,0,0,,,,,,,,,
,730,1,33,9,0,2,0,0,176576.62,0,0,1,0,0.085015823209112,0,0.414984176790888,0,TRUE,0,1,0,0,,,,,,,,,
,850,0,30,6,86449.39,1,1,1,188809.23,1,0,0,0,0.085033410601087,0,0.414966589398913,0,TRUE,0,1,0,0,,,,,,,,,
,728,0,30,10,114835.43,1,0,1,37662.49,1,0,0,0,0.085092417380606,0,0.414907582619395,0,TRUE,0,1,0,0,,,,,,,,,
,617,0,74,10,0,2,1,1,53949.98,1,0,0,0,0.08515917945071,0,0.41484082054929,0,TRUE,0,1,0,0,,,,,,,,,
,554,0,26,8,149134.46,1,1,1,177966.24,0,0,1,0,0.085201576682339,0,0.414798423317661,0,TRUE,0,1,0,0,,,,,,,,,
,644,0,18,7,0,1,0,1,59645.24,0,0,1,0,0.08522561370268,1,0.41477438629732,0,FALSE,0,0,0,1,,,,,,,,,
,596,0,67,6,0,2,1,1,138350.74,0,0,1,0,0.085279513257621,0,0.414720486742379,0,TRUE,0,1,0,0,,,,,,,,,
,812,0,34,5,103818.43,1,1,1,166038.27,1,0,0,0,0.085293383548862,0,0.414706616451138,0,TRUE,0,1,0,0,,,,,,,,,
,646,0,35,6,84026.86,1,0,1,164255.69,1,0,0,0,0.085338586756089,0,0.414661413243911,0,TRUE,0,1,0,0,,,,,,,,,
,731,1,26,3,0,2,1,0,37697.29,0,0,1,0,0.085339441728093,0,0.414660558271907,0,TRUE,0,1,0,0,,,,,,,,,
,466,0,26,3,156815.71,1,1,1,137476.09,1,0,0,0,0.085347082141418,0,0.414652917858582,0,TRUE,0,1,0,0,,,,,,,,,
,760,1,33,1,118114.28,2,0,1,156660.21,0,0,1,0,0.085436155212267,0,0.414563844787733,0,TRUE,0,1,0,0,,,,,,,,,
,673,0,39,7,82255.51,2,1,0,109545.56,1,0,0,0,0.085453148224259,0,0.414546851775741,0,TRUE,0,1,0,0,,,,,,,,,
,604,0,23,9,124577.33,1,1,1,7267.25,0,0,1,0,0.085469658397263,0,0.414530341602737,0,TRUE,0,1,0,0,,,,,,,,,
,564,0,26,7,84006.88,2,0,0,183490.99,1,0,0,0,0.085562983686816,0,0.414437016313184,0,TRUE,0,1,0,0,,,,,,,,,
,501,0,35,6,99760.84,1,1,1,13591.52,1,0,0,0,0.085611357354088,0,0.414388642645912,0,TRUE,0,1,0,0,,,,,,,,,
,663,0,27,8,0,1,1,1,188007.99,0,0,1,0,0.08573707839925,0,0.41426292160075,0,TRUE,0,1,0,0,,,,,,,,,
,800,1,29,2,0,2,0,0,167773.55,1,0,0,0,0.085778311896824,0,0.414221688103177,0,TRUE,0,1,0,0,,,,,,,,,
,681,0,30,2,128393.29,1,1,1,180593.45,0,0,1,0,0.085784364271325,0,0.414215635728675,0,TRUE,0,1,0,0,,,,,,,,,
,711,1,32,1,0,2,1,0,126188.42,1,0,0,0,0.085811386089646,0,0.414188613910354,0,TRUE,0,1,0,0,,,,,,,,,
,704,0,24,2,148197.15,2,1,0,182775.08,1,0,0,0,0.085857321504726,0,0.414142678495274,0,TRUE,0,1,0,0,,,,,,,,,
,606,0,35,2,132164.26,1,0,1,164815.59,1,0,0,0,0.085883751203157,0,0.414116248796843,0,TRUE,0,1,0,0,,,,,,,,,
,692,1,29,4,0,2,0,0,138880.24,0,0,1,0,0.085957944025251,0,0.414042055974749,0,TRUE,0,1,0,0,,,,,,,,,
,774,1,32,4,0,2,0,0,114899.13,1,0,0,0,0.085978445965807,0,0.414021554034193,0,TRUE,0,1,0,0,,,,,,,,,
,782,0,32,9,0,1,1,1,87566.97,1,0,0,0,0.08602646139843,0,0.41397353860157,0,TRUE,0,1,0,0,,,,,,,,,
,584,0,35,3,146311.58,1,1,1,105443.47,1,0,0,0,0.086109694932002,0,0.413890305067998,0,TRUE,0,1,0,0,,,,,,,,,
,564,0,31,0,110527.17,1,1,1,87060.77,1,0,0,0,0.086136657272516,0,0.413863342727484,0,TRUE,0,1,0,0,,,,,,,,,
,592,0,37,3,96651.03,1,1,1,3232.82,1,0,0,0,0.086235010052665,0,0.413764989947335,0,TRUE,0,1,0,0,,,,,,,,,
,550,0,22,6,154377.3,1,1,1,51721.52,1,0,0,0,0.086262330620554,0,0.413737669379446,0,TRUE,0,1,0,0,,,,,,,,,
,610,1,31,5,0,2,0,0,63736.36,0,0,1,0,0.086300899660834,0,0.413699100339166,0,TRUE,0,1,0,0,,,,,,,,,
,632,1,32,1,0,2,1,0,19525.65,0,0,1,0,0.086303967814597,0,0.413696032185403,0,TRUE,0,1,0,0,,,,,,,,,
,697,1,25,1,0,2,0,0,87803.32,1,0,0,0,0.086382318483448,0,0.413617681516552,0,TRUE,0,1,0,0,,,,,,,,,
,590,0,29,10,0,1,1,1,51907.72,0,0,1,0,0.086394549086787,1,0.413605450913213,0,FALSE,0,0,0,1,,,,,,,,,
,542,0,32,2,131945.94,1,0,1,159737.56,0,0,1,0,0.086397659023622,0,0.413602340976378,0,TRUE,0,1,0,0,,,,,,,,,
,658,1,32,9,0,2,1,0,156774.75,1,0,0,0,0.086444853076952,0,0.413555146923048,0,TRUE,0,1,0,0,,,,,,,,,
,634,1,41,4,0,2,1,1,164549.74,0,0,1,0,0.086507814966636,0,0.413492185033364,0,TRUE,0,1,0,0,,,,,,,,,
,589,1,27,4,0,2,1,0,144181.48,0,0,1,0,0.086520091164298,0,0.413479908835703,0,TRUE,0,1,0,0,,,,,,,,,
,657,1,27,8,0,2,0,0,6468.24,0,0,1,0,0.086548028421172,0,0.413451971578828,0,TRUE,0,1,0,0,,,,,,,,,
,610,0,36,4,129440.3,2,1,0,102638.35,1,0,0,0,0.086837957240584,0,0.413162042759416,0,TRUE,0,1,0,0,,,,,,,,,
,520,0,35,9,105387.89,1,1,1,25059.06,1,0,0,0,0.086859152181147,0,0.413140847818853,0,TRUE,0,1,0,0,,,,,,,,,
,678,1,26,1,0,2,1,0,45443.68,1,0,0,0,0.086892203352923,0,0.413107796647078,0,TRUE,0,1,0,0,,,,,,,,,
,666,0,36,4,120165.4,2,1,0,33701.5,1,0,0,0,0.086917224907686,0,0.413082775092314,0,TRUE,0,1,0,0,,,,,,,,,
,774,0,36,7,103688.19,1,0,1,118971.74,1,0,0,0,0.08693161357068,0,0.413068386429321,0,TRUE,0,1,0,0,,,,,,,,,
,471,1,27,4,0,2,1,0,122642.09,1,0,0,0,0.087007685093802,0,0.412992314906198,0,TRUE,0,1,0,0,,,,,,,,,
,704,0,36,3,114370.41,1,0,1,66810.48,1,0,0,0,0.087025506007858,0,0.412974493992142,0,TRUE,0,1,0,0,,,,,,,,,
,579,1,31,9,0,2,1,0,112395.98,0,0,1,0,0.087060393004826,0,0.412939606995174,0,TRUE,0,1,0,0,,,,,,,,,
,683,0,36,5,115350.63,1,1,1,122305.91,1,0,0,0,0.087142641830283,0,0.412857358169717,0,TRUE,0,1,0,0,,,,,,,,,
,714,0,25,2,0,1,1,1,132979.43,0,0,1,0,0.087181045131841,0,0.412818954868159,0,TRUE,0,1,0,0,,,,,,,,,
,719,1,33,7,0,2,1,0,20016.59,0,0,1,0,0.087236807543852,0,0.412763192456148,0,TRUE,0,1,0,0,,,,,,,,,
,595,0,34,2,87967.42,2,0,1,156309.52,0,1,0,0,0.087312381934765,0,0.412687618065235,0,TRUE,0,1,0,0,,,,,,,,,
,529,0,39,6,102025.08,2,1,0,12351.01,1,0,0,0,0.087374244049867,0,0.412625755950133,0,TRUE,0,1,0,0,,,,,,,,,
,636,1,31,9,80844.69,2,1,1,74641.9,0,1,0,0,0.087468201943254,0,0.412531798056746,0,TRUE,0,1,0,0,,,,,,,,,
,703,1,42,7,0,2,0,1,72500.68,1,0,0,0,0.087496807184254,0,0.412503192815746,0,TRUE,0,1,0,0,,,,,,,,,
,731,1,30,5,0,2,1,0,189528.72,1,0,0,0,0.087522369567878,0,0.412477630432122,0,TRUE,0,1,0,0,,,,,,,,,
,516,0,35,10,104088.59,2,0,0,119666,1,0,0,0,0.0875283196259,0,0.4124716803741,0,TRUE,0,1,0,0,,,,,,,,,
,736,1,29,9,0,2,0,0,176152.7,1,0,0,0,0.087554590886874,0,0.412445409113126,0,TRUE,0,1,0,0,,,,,,,,,
,671,0,30,2,0,1,0,1,102057.86,1,0,0,0,0.087609414555423,0,0.412390585444577,0,TRUE,0,1,0,0,,,,,,,,,
,833,0,32,6,0,1,1,1,44323.22,0,0,1,0,0.08773146093003,1,0.41226853906997,0,FALSE,0,0,0,1,,,,,,,,,
,487,1,31,1,0,2,1,0,158750.13,0,0,1,0,0.087754436158916,0,0.412245563841084,0,TRUE,0,1,0,0,,,,,,,,,
,590,1,34,6,0,2,1,0,171021.44,0,0,1,0,0.087817056294027,0,0.412182943705973,0,TRUE,0,1,0,0,,,,,,,,,
,638,1,34,7,0,2,0,0,3946.29,0,0,1,0,0.087826202383478,0,0.412173797616522,0,TRUE,0,1,0,0,,,,,,,,,
,828,0,31,9,0,1,0,1,164257.37,1,0,0,0,0.087835296817763,0,0.412164703182237,0,TRUE,0,1,0,0,,,,,,,,,
,679,1,33,1,0,2,0,0,69608.48,1,0,0,0,0.087948678826635,0,0.412051321173365,0,TRUE,0,1,0,0,,,,,,,,,
,792,0,34,1,0,1,0,1,86330.32,1,0,0,0,0.088071415495489,0,0.411928584504511,0,TRUE,0,1,0,0,,,,,,,,,
,598,1,23,6,0,2,1,0,153229.19,0,0,1,0,0.088078240897773,0,0.411921759102227,0,TRUE,0,1,0,0,,,,,,,,,
,550,0,32,8,97514.07,1,1,1,199138.84,1,0,0,0,0.08824590511758,0,0.41175409488242,0,TRUE,0,1,0,0,,,,,,,,,
,483,0,29,9,0,1,1,1,81634.45,1,0,0,0,0.088295977233677,0,0.411704022766323,0,TRUE,0,1,0,0,,,,,,,,,
,571,1,35,8,0,2,0,0,84569.13,1,0,0,0,0.088317970358304,0,0.411682029641697,0,TRUE,0,1,0,0,,,,,,,,,
,687,0,35,8,100988.39,2,1,0,22247.27,0,0,1,0,0.08835623393449,0,0.411643766065511,0,TRUE,0,1,0,0,,,,,,,,,
,633,0,29,7,0,1,1,1,130224.73,1,0,0,0,0.088356790448978,0,0.411643209551022,0,TRUE,0,1,0,0,,,,,,,,,
,579,0,31,9,0,1,0,1,139048,1,0,0,0,0.08837614518606,0,0.41162385481394,0,TRUE,0,1,0,0,,,,,,,,,
,542,0,38,8,65942.26,1,1,1,68093.23,1,0,0,0,0.088420299846476,1,0.411579700153524,0,FALSE,0,0,0,1,,,,,,,,,
,667,0,40,8,72945.29,2,1,0,98931.5,1,0,0,0,0.088584901265611,0,0.411415098734389,0,TRUE,0,1,0,0,,,,,,,,,
,669,0,37,1,125529.55,1,1,1,162260.93,1,0,0,0,0.088597933202416,0,0.411402066797584,0,TRUE,0,1,0,0,,,,,,,,,
,593,0,43,9,0,2,1,1,76357.43,1,0,0,0,0.088641312076165,0,0.411358687923835,0,TRUE,0,1,0,0,,,,,,,,,
,733,1,24,3,161884.99,1,1,1,9617.24,1,0,0,0,0.088683579029765,0,0.411316420970235,0,TRUE,0,1,0,0,,,,,,,,,
,728,0,37,3,122689.51,2,0,0,106977.53,1,0,0,0,0.088707126835546,1,0.411292873164454,0,FALSE,0,0,0,1,,,,,,,,,
,743,0,71,0,0,2,0,1,29837.65,1,0,0,0,0.088793053793835,0,0.411206946206165,0,TRUE,0,1,0,0,,,,,,,,,
,676,1,30,5,0,2,0,0,179066.58,0,0,1,0,0.088836746943954,0,0.411163253056046,0,TRUE,0,1,0,0,,,,,,,,,
,637,0,36,2,152606.82,1,1,1,71692.8,1,0,0,0,0.088856475895596,0,0.411143524104404,0,TRUE,0,1,0,0,,,,,,,,,
,555,0,33,1,56084.69,2,0,0,178798.13,0,0,1,0,0.088873782799688,0,0.411126217200312,0,TRUE,0,1,0,0,,,,,,,,,
,710,1,31,5,0,2,1,0,9561.73,0,0,1,0,0.088939574238513,0,0.411060425761487,0,TRUE,0,1,0,0,,,,,,,,,
,639,1,37,4,116121.84,2,0,1,181850.74,1,0,0,0,0.088967970262078,0,0.411032029737922,0,TRUE,0,1,0,0,,,,,,,,,
,582,0,41,6,70349.48,2,0,1,178074.04,0,1,0,0,0.08911904011301,0,0.41088095988699,0,TRUE,0,1,0,0,,,,,,,,,
,678,0,36,0,107379.68,1,1,1,84460.18,1,0,0,0,0.089153000950161,0,0.410846999049839,0,TRUE,0,1,0,0,,,,,,,,,
,761,1,34,2,0,2,1,0,61251.25,0,0,1,0,0.089155214604319,0,0.410844785395681,0,TRUE,0,1,0,0,,,,,,,,,
,674,1,32,7,85757.93,1,1,1,95481,1,0,0,0,0.089156607413903,0,0.410843392586097,0,TRUE,0,1,0,0,,,,,,,,,
,735,0,38,7,86131.71,2,0,0,93478.96,0,0,1,0,0.089239607595465,0,0.410760392404535,0,TRUE,0,1,0,0,,,,,,,,,
,479,0,27,2,172463.45,1,1,1,40315.27,0,0,1,0,0.089320271551162,0,0.410679728448838,0,TRUE,0,1,0,0,,,,,,,,,
,634,0,77,5,0,2,1,1,161579.85,1,0,0,0,0.089347769904273,0,0.410652230095727,0,TRUE,0,1,0,0,,,,,,,,,
,649,1,42,7,0,2,0,1,22974.01,1,0,0,0,0.089397090948088,0,0.410602909051912,0,TRUE,0,1,0,0,,,,,,,,,
,663,0,34,10,0,1,1,1,114083.73,1,0,0,0,0.089465182605715,0,0.410534817394285,0,TRUE,0,1,0,0,,,,,,,,,
,815,0,24,7,171922.72,1,0,1,178028.96,1,0,0,0,0.089486899651071,0,0.410513100348929,0,TRUE,0,1,0,0,,,,,,,,,
,531,0,31,3,0,1,1,1,42589.33,1,0,0,0,0.089534619174098,0,0.410465380825902,0,TRUE,0,1,0,0,,,,,,,,,
,473,1,39,9,117103.26,2,1,1,85937.52,1,0,0,0,0.089546203535928,1,0.410453796464072,0,FALSE,0,0,0,1,,,,,,,,,
,850,0,38,7,115378.94,1,0,1,162087.82,0,0,1,0,0.089581609493002,0,0.410418390506998,0,TRUE,0,1,0,0,,,,,,,,,
,607,1,27,2,0,2,1,0,63495.86,1,0,0,0,0.089583940384804,0,0.410416059615196,0,TRUE,0,1,0,0,,,,,,,,,
,702,1,29,6,149218.39,1,1,1,9633.01,1,0,0,0,0.089598808184836,0,0.410401191815164,0,TRUE,0,1,0,0,,,,,,,,,
,710,1,33,2,0,2,1,0,72945.32,1,0,0,0,0.089612609075303,0,0.410387390924697,0,TRUE,0,1,0,0,,,,,,,,,
,655,1,34,3,0,2,1,0,159638.77,1,0,0,0,0.089792315084826,0,0.410207684915174,0,TRUE,0,1,0,0,,,,,,,,,
,602,0,31,7,155271.83,1,1,1,179446.31,1,0,0,0,0.089976779310704,0,0.410023220689296,0,TRUE,0,1,0,0,,,,,,,,,
,661,0,38,7,143006.7,1,1,1,15650.89,0,0,1,0,0.089998299579896,0,0.410001700420104,0,TRUE,0,1,0,0,,,,,,,,,
,604,1,34,3,0,2,1,0,38587.7,0,0,1,0,0.090006220037642,0,0.409993779962358,0,TRUE,0,1,0,0,,,,,,,,,
,734,0,37,3,80387.81,1,0,1,77272.62,1,0,0,0,0.090173651598293,0,0.409826348401707,0,TRUE,0,1,0,0,,,,,,,,,
,616,0,29,9,0,1,1,1,166984.44,1,0,0,0,0.090217698091351,0,0.409782301908649,0,TRUE,0,1,0,0,,,,,,,,,
,614,1,34,5,0,2,1,0,185561.89,1,0,0,0,0.090291725750622,0,0.409708274249378,0,TRUE,0,1,0,0,,,,,,,,,
,613,1,40,9,95624.36,2,1,1,60706.33,1,0,0,0,0.090476768416491,0,0.40952323158351,0,TRUE,0,1,0,0,,,,,,,,,
,687,1,35,3,99587.43,1,1,1,1713.1,1,0,0,0,0.090556859165184,1,0.409443140834816,0,FALSE,0,0,0,1,,,,,,,,,
,592,0,42,1,147249.29,2,1,1,63023.02,1,0,0,0,0.090558161740215,0,0.409441838259785,0,TRUE,0,1,0,0,,,,,,,,,
,608,1,28,4,0,2,1,0,10899.63,0,0,1,0,0.090565081790307,1,0.409434918209693,0,FALSE,0,0,0,1,,,,,,,,,
,711,0,36,9,137688.71,1,1,1,46884.1,1,0,0,0,0.090611839226196,0,0.409388160773804,0,TRUE,0,1,0,0,,,,,,,,,
,579,0,36,9,129829.59,1,1,1,60906.12,1,0,0,0,0.090652813636455,0,0.409347186363545,0,TRUE,0,1,0,0,,,,,,,,,
,496,0,30,0,90963.49,1,0,1,27802,1,0,0,0,0.090654773578617,0,0.409345226421383,0,TRUE,0,1,0,0,,,,,,,,,
,763,0,35,9,0,1,1,1,31372.91,1,0,0,0,0.090966246693673,0,0.409033753306328,0,TRUE,0,1,0,0,,,,,,,,,
,452,1,35,7,0,2,1,0,164241.67,1,0,0,0,0.090985913442506,0,0.409014086557494,0,TRUE,0,1,0,0,,,,,,,,,
,525,1,25,10,0,2,1,0,69361.95,0,0,1,0,0.091164825000564,0,0.408835174999436,0,TRUE,0,1,0,0,,,,,,,,,
,760,0,38,3,91241.85,1,0,1,80682.35,0,0,1,0,0.091191258539472,0,0.408808741460528,0,TRUE,0,1,0,0,,,,,,,,,
,850,0,33,0,124781.67,1,0,1,33700.52,1,0,0,0,0.091196106279544,0,0.408803893720456,0,TRUE,0,1,0,0,,,,,,,,,
,615,1,23,4,0,2,1,0,196476.19,1,0,0,0,0.091203116637122,0,0.408796883362878,0,TRUE,0,1,0,0,,,,,,,,,
,757,0,33,5,77253.22,1,0,1,194239.63,0,0,1,0,0.091204294324425,0,0.408795705675575,0,TRUE,0,1,0,0,,,,,,,,,
,668,0,38,1,147904.31,1,1,1,69370.05,0,0,1,0,0.091210100253139,0,0.408789899746861,0,TRUE,0,1,0,0,,,,,,,,,
,763,1,23,2,0,2,1,0,153983.99,1,0,0,0,0.091227363194134,0,0.408772636805866,0,TRUE,0,1,0,0,,,,,,,,,
,775,0,42,6,133970.22,2,0,1,187839.9,1,0,0,0,0.091271849829355,0,0.408728150170645,0,TRUE,0,1,0,0,,,,,,,,,
,641,1,35,4,0,2,0,0,125986.18,1,0,0,0,0.091312996229661,0,0.408687003770339,0,TRUE,0,1,0,0,,,,,,,,,
