,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.855333333333333,0.771333333333333,0.798333333333333,0.854666666666667
8335,647,0,35,4,123761.68,1,1,0,83910.4,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9536,550,1,42,10,128707.31,1,1,0,63092.65,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
3746,688,0,35,5,111578.18,1,0,0,166165.93,0,1,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1589,675,0,36,7,89409.95,1,1,1,149399.7,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2410,596,1,33,1,138162.81,1,1,0,85412.54,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
941,696,1,31,8,0,2,0,0,191074.11,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6303,788,1,49,4,137455.99,1,1,0,184178.29,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
4768,599,1,31,3,0,1,1,1,130086.47,0,0,1,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1474,755,1,30,6,154221.37,2,0,1,62688.55,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9582,559,0,62,6,118756.62,1,1,1,20367.68,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3955,625,0,39,2,0,2,1,0,100403.05,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
646,752,1,30,3,0,2,1,1,104991.28,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
483,486,0,37,9,115217.99,2,1,0,144995.33,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
720,672,1,56,2,209767.31,2,1,1,150694.42,0,0,1,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
5443,701,0,28,1,103421.32,1,0,1,76304.73,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7972,751,0,36,5,73194.99,1,1,1,89222.66,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2500,711,0,38,10,0,2,0,0,53311.78,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9537,783,0,40,6,0,2,1,0,109742.55,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2467,617,1,27,4,0,2,0,0,190269.21,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1030,730,0,39,1,116537.6,1,0,0,145679.6,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9044,560,0,47,1,0,1,0,0,128882.66,0,0,1,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
4361,781,1,48,9,82794.18,1,1,0,124720.68,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
3720,473,0,40,8,152576.25,2,1,0,73073.68,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4972,643,0,41,2,127841.52,1,1,0,172363.41,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
9584,563,0,41,2,100520.92,1,1,1,19412.8,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
2746,620,0,36,8,0,2,1,1,145937.99,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1125,612,1,58,1,149641.53,1,1,1,115161.28,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
4467,538,0,31,1,0,2,1,0,1375.46,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7022,493,0,54,3,167831.88,2,1,0,150159.95,1,0,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
5404,657,0,37,4,82500.28,1,1,1,115260.72,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9708,737,1,22,10,111543.26,2,0,0,106327.85,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5171,537,0,39,2,0,2,1,1,137651.6,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7092,758,0,40,3,0,2,0,0,96097.65,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1459,817,1,55,10,117561.49,1,1,0,95941.55,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
3851,631,0,26,1,149144.61,1,0,1,123697.95,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
602,687,1,72,9,0,1,0,1,69829.4,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
1310,748,1,27,2,90971.85,1,1,1,131662.47,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7360,644,0,54,6,0,1,0,1,84622.37,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
9464,740,0,39,9,0,2,1,0,19047.23,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
987,569,0,34,0,151839.26,1,1,0,102299.81,0,0,1,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
7357,615,1,29,7,143330.56,2,1,1,126396.01,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1951,604,0,53,8,144453.75,1,1,0,190998.96,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
9298,742,0,27,5,190125.43,2,0,0,21793.59,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7061,603,1,35,9,145623.36,1,1,0,163181.62,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3488,587,1,35,3,83286.56,1,1,0,125553.52,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8505,592,0,28,5,137222.77,1,0,0,39608.58,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6243,608,0,33,1,102772.67,2,1,0,70705.58,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8853,681,0,43,3,66338.68,1,1,1,18772.5,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
2599,550,0,62,7,80927.56,1,0,1,64490.67,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5431,696,1,25,8,126442.59,1,1,0,121904.44,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2604,540,0,25,5,116160.23,1,1,0,13411.67,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3233,595,0,36,6,85768.42,1,1,1,24802.77,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1535,764,1,33,9,168964.77,1,0,1,118982.51,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4529,664,1,44,8,142989.69,1,1,1,115452.51,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
7774,850,0,43,5,129305.09,2,0,1,19244.58,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8816,685,0,31,7,122449.31,2,1,1,180769.55,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7598,430,1,60,7,73937.02,1,1,0,161937.62,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
7205,683,1,29,9,0,2,1,1,48849.89,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5619,785,0,41,7,0,2,1,1,199108.88,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
205,550,0,37,3,0,1,1,1,179670.31,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
633,540,0,44,3,164113.04,2,1,1,12120.79,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8364,446,1,45,10,125191.69,1,1,1,128260.86,0,0,1,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
6043,629,0,31,6,0,2,1,0,93881.75,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8214,836,1,32,4,109196.67,2,1,0,55218.02,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
6935,670,0,33,1,0,2,1,1,86413.11,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6555,641,0,35,5,0,2,1,0,93148.93,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6762,639,0,37,5,98186.7,1,0,1,173386.95,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3873,530,0,37,4,0,2,1,1,164844.37,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7013,748,1,34,8,0,2,1,0,53584.03,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1142,793,0,41,9,0,2,1,0,152153.74,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3885,642,1,56,6,103244.86,2,1,0,143049.72,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
8280,706,0,53,7,0,2,0,1,117939.17,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2370,479,1,35,2,113090.4,1,1,0,195649.79,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6236,553,0,38,3,99844.68,1,0,0,187915.7,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2763,706,1,47,6,120621.89,1,1,1,140803.7,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
2913,787,1,40,6,0,2,1,1,84151.98,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3815,650,0,33,0,98064.97,1,1,0,52411.99,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3575,640,1,66,9,116037.76,1,0,1,184636.05,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5786,588,0,40,5,0,2,0,0,100727.68,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
895,728,0,32,5,61825.5,1,1,1,156124.93,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2543,850,1,24,1,0,2,0,1,69052.87,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9007,726,0,31,9,0,2,1,1,106117.3,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5873,598,1,40,9,0,1,1,0,68462.59,1,0,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
6443,753,0,92,3,121513.31,1,0,1,195563.99,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1880,589,1,36,9,140355.56,2,1,0,136329.96,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
3211,686,1,27,1,115095.88,2,0,0,78622.46,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4733,710,1,31,1,0,2,1,0,20081.3,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4112,700,1,30,9,0,1,1,1,174971.64,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
273,707,0,30,8,0,2,1,0,33159.37,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6165,619,1,41,8,0,3,1,1,79866.73,0,0,1,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
5489,728,0,33,8,129907.63,1,0,1,36083.96,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6239,613,0,47,6,146034.74,1,1,1,77146.14,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5023,555,0,40,10,43028.77,1,1,0,170514.21,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8721,775,0,27,4,0,1,1,1,40807.26,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7302,491,1,72,6,91285.22,1,1,1,7032.95,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7854,746,0,49,7,0,2,0,1,10096.25,0,0,1,0,1,0,0,0.31807560137457,FALSE,TRUE,FALSE,TRUE,TRUE
61,687,1,27,9,152328.88,2,0,0,126494.82,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6771,747,0,29,7,117726.33,1,1,1,175398.34,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2885,660,0,42,5,0,2,1,0,115509.59,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5471,704,1,39,10,102556.18,2,1,0,171971.25,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
5757,681,0,32,3,148884.47,2,1,1,90967.37,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4553,581,0,30,1,0,2,1,0,199464.08,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6111,648,0,23,9,168372.52,1,1,0,134676.72,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3442,850,1,30,8,154870.28,1,1,1,54191.38,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9185,584,0,35,6,161613.94,2,1,1,148238.16,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
849,705,0,25,0,97544.29,1,0,1,59887.15,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4587,500,1,34,6,0,1,1,1,140268.45,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
7615,590,0,37,6,169902.92,1,1,1,128256.18,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6183,611,0,53,3,83568.26,1,0,0,1235.49,1,0,0,1,0,1,0,0.68192439862543,TRUE,FALSE,TRUE,FALSE,FALSE
4681,708,1,44,2,161887.81,2,1,0,84870.23,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
2413,815,1,25,8,135161.67,1,1,1,136071.05,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
5699,684,0,35,6,135871.5,1,1,1,87219.41,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9173,673,0,43,8,127132.96,1,0,1,6009.27,0,0,1,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
1987,738,0,54,4,0,1,0,1,55725.04,1,0,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
7966,677,1,34,4,0,2,1,1,6175.53,0,0,1,0,1,0,0,0.31807560137457,FALSE,TRUE,FALSE,TRUE,TRUE
5541,587,0,51,3,83739.32,1,0,1,148798.45,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8739,518,0,59,5,138772.15,1,0,1,123872,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2991,584,0,49,8,172713.44,1,1,0,113860.81,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
9646,850,0,71,10,69608.14,1,1,0,97893.4,0,0,1,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
5240,597,1,24,1,103219.47,1,1,0,60420.07,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4006,654,0,37,6,83568.55,1,1,0,47046.72,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7444,742,1,29,4,0,2,1,1,180066.59,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6601,591,1,51,8,132508.3,1,1,1,161304.68,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
8811,610,1,35,7,81905.95,1,1,1,61623.19,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9542,644,0,37,9,0,2,1,1,96442.86,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
33,520,1,42,6,0,2,1,1,34410.55,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
908,685,0,31,10,135213.71,1,1,1,125777.28,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
144,691,1,31,5,40915.55,1,1,0,126213.84,1,0,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
9047,652,0,41,9,159434.03,1,1,0,178373.93,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8343,849,1,49,9,132934.89,1,1,0,171056.65,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
2318,672,0,33,2,0,2,1,1,182738,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6117,850,0,37,2,0,2,1,0,119969.99,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1335,568,1,43,9,0,1,1,0,125870.79,0,0,1,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
516,468,1,56,10,0,3,0,1,62256.87,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
637,682,0,48,1,138778.15,1,0,1,168840.23,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
2491,612,1,26,4,0,2,1,1,179780.74,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3069,666,0,43,7,137780.74,2,1,1,119100.05,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
3100,810,0,35,3,96814.46,2,1,1,120511.03,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4594,650,1,31,1,160566.11,2,0,0,27073.81,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4278,759,0,30,4,101802.67,1,0,0,8693.8,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
7261,726,1,53,1,113537.73,1,0,1,28367.21,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
8293,766,1,28,4,90696.78,1,0,1,21597.2,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5043,712,1,44,2,0,2,0,0,45738.94,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7708,486,1,39,8,97819.36,1,0,1,120531.31,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7728,616,1,31,8,0,1,0,1,76456.17,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
230,673,0,72,1,0,2,0,1,111981.19,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5274,622,0,43,8,0,2,1,0,100618.17,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7909,620,0,61,5,0,1,0,0,31641.52,1,0,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
3087,439,0,36,2,165536.28,2,1,1,123956.83,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4154,726,0,34,3,0,2,1,0,196288.46,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6496,595,1,44,4,96553.52,2,1,0,143952.24,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
5612,759,1,31,1,109848.6,1,1,1,42012.55,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7344,762,0,28,2,0,2,1,0,167909.52,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3509,777,0,37,1,0,1,1,1,126837.72,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1015,676,1,37,5,89634.69,1,1,1,169583.18,1,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
8284,711,1,39,3,152462.79,1,1,0,90305.97,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
7713,793,0,56,8,119496.25,2,1,0,29880.99,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
2814,737,1,40,2,162485.8,2,1,0,149381.32,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3918,850,0,29,1,0,2,0,0,152996.89,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9353,670,0,37,0,178742.71,1,1,1,194493.57,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4867,648,1,34,3,0,1,1,0,54726.43,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6921,679,1,39,7,91187.9,1,0,1,6075.36,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9310,651,0,47,2,0,2,1,1,119808.64,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7916,562,0,33,6,0,2,1,0,111590.35,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1033,645,0,29,1,130131.08,2,0,1,196474.35,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8559,677,1,39,0,111213.64,2,1,1,147578.26,0,1,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
5437,543,0,30,6,73481.05,1,1,1,176692.65,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2394,543,0,43,9,0,2,1,1,78858.07,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1325,613,1,46,8,167795.6,1,0,1,44390.38,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
2187,699,0,34,8,0,1,1,1,76510.46,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2954,538,1,33,5,0,2,1,0,126962.41,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9707,642,1,41,7,115171.71,1,1,1,37674.47,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9062,720,0,64,3,45752.78,2,1,0,79623.28,0,0,1,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
3573,670,0,68,4,0,2,1,1,11426.7,1,0,0,0,1,0,0,0.31807560137457,FALSE,TRUE,FALSE,TRUE,TRUE
6396,684,1,44,2,133776.86,2,0,1,49865.04,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8441,624,1,23,5,0,2,0,0,132418.59,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5793,763,1,32,8,0,2,1,0,16725.53,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2529,716,1,29,10,87946.39,1,1,1,182531.74,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8107,560,0,50,3,0,2,1,0,84531.79,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
255,766,0,41,0,0,2,0,1,34283.23,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
4205,565,1,38,5,126645.13,1,1,1,168303.55,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5687,505,1,37,6,159863.9,2,0,1,125307.87,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5902,694,0,40,9,0,2,1,0,40463.03,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2998,751,0,47,5,142669.93,2,1,0,162760.96,1,0,0,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
1618,697,0,27,8,141223.68,2,1,0,90591.15,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
6430,678,1,40,3,128398.38,1,1,0,168658.3,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
642,583,1,27,1,125406.58,1,1,1,110784.42,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2755,700,0,31,7,0,2,0,1,145151.96,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
9380,627,0,70,1,94416.78,1,0,1,145299.5,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
8024,694,0,30,10,144684.03,1,1,1,31805.49,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1503,710,0,47,5,158623.14,1,0,0,83499.89,1,0,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
1505,606,0,48,4,132403.56,1,0,0,36091.91,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
5026,626,0,44,10,0,2,0,0,164287.86,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
5756,645,0,28,7,117466.03,2,1,1,34490.06,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7739,724,0,41,5,0,1,0,1,115753.94,0,0,1,0,0,1,0,0.329209621993127,FALSE,TRUE,TRUE,FALSE,TRUE
9518,585,0,44,7,163867.86,1,1,1,112333.22,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
7457,665,1,43,2,116322.27,4,1,0,35640.12,0,1,0,1,0,1,1,0.68192439862543,TRUE,TRUE,FALSE,TRUE,TRUE
8539,620,1,25,1,137712.01,1,1,1,76197.05,0,1,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
1013,635,0,24,4,0,2,1,1,70668.77,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
2999,525,0,33,1,112833.35,1,0,1,175178.56,1,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
3006,747,1,45,1,114959.12,1,1,0,189362.39,1,0,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
3817,682,1,29,6,101012.77,1,0,0,32589.89,0,1,0,0,0,1,1,0.329209621993127,FALSE,FALSE,FALSE,TRUE,FALSE
5277,577,1,40,1,0,2,1,1,108787,0,0,1,0,0,0,0,0,FALSE,TRUE,TRUE,TRUE,TRUE
