,satisfaction_v2,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
104100,1,1,1,48,0,0,1438,4,4,4,4,4,4,4,4,3,2,3,2,2,4,83,71.0
116166,1,1,1,39,0,1,2979,1,1,1,1,1,3,3,5,5,5,5,1,5,4,0,2.0
105967,1,0,1,38,0,1,412,1,1,1,1,2,2,3,4,4,4,4,2,4,4,61,49.0
50239,0,0,0,20,0,0,1694,2,4,2,4,4,2,4,4,3,2,4,2,3,4,0,0.0
62158,1,1,0,38,0,0,1997,5,3,5,4,2,3,2,2,2,1,2,4,1,2,0,0.0
73376,0,1,1,47,0,0,1574,2,1,3,1,2,2,2,2,1,1,2,1,3,2,23,23.0
81826,0,1,1,53,0,0,1172,3,2,3,2,3,3,3,3,2,3,2,1,3,3,0,0.0
71807,0,0,1,38,0,0,1738,2,1,2,1,2,2,2,2,4,5,3,1,2,2,65,50.0
52325,0,0,0,41,0,1,1183,3,3,3,1,5,3,5,5,2,2,1,5,3,5,0,0.0
39965,1,1,1,63,1,0,1075,5,5,5,5,5,5,3,5,3,3,4,5,5,5,93,102.0
15768,1,0,1,70,1,0,318,3,3,3,3,2,5,5,4,4,4,4,4,4,4,5,0.0
38001,0,1,1,70,1,0,1871,4,5,4,4,1,4,1,1,4,3,4,4,4,1,0,0.0
30656,1,0,1,38,1,0,1886,1,1,5,1,3,5,5,5,5,5,5,5,5,5,67,59.0
11660,0,1,1,63,1,0,1869,2,3,2,4,1,2,1,1,5,3,2,1,4,1,0,0.0
21968,1,0,1,55,1,0,380,2,2,2,2,4,5,4,5,5,5,5,5,5,3,0,1.0
26542,0,1,1,38,1,0,2131,3,4,3,3,3,3,3,3,5,3,5,4,5,3,35,28.0
15735,0,1,1,44,1,0,1400,2,4,2,5,5,2,5,5,3,5,5,5,5,5,0,0.0
7104,0,1,1,67,1,0,1773,1,5,1,3,2,1,4,2,4,3,5,4,5,2,0,0.0
27506,1,0,1,42,1,0,405,3,3,3,3,4,4,4,5,5,5,5,3,5,4,6,0.0
9966,1,0,1,19,1,0,1417,5,5,5,5,2,5,4,4,4,4,4,4,4,5,0,0.0
91550,1,1,1,41,0,0,2145,4,1,1,1,4,4,4,4,4,1,4,4,2,4,0,4.0
41890,0,0,0,27,0,0,2047,1,1,1,2,1,1,1,1,1,2,2,3,3,1,0,0.0
72189,0,0,1,61,0,0,431,2,4,5,4,3,3,3,2,2,2,2,3,2,4,0,0.0
122162,1,1,1,41,0,1,790,1,1,1,1,1,4,3,5,5,5,5,1,5,4,0,0.0
94330,1,0,1,54,0,1,2444,4,4,4,4,4,4,4,4,5,4,4,4,3,4,383,358.0
53537,0,0,0,39,0,1,1838,3,3,3,3,4,3,4,4,4,5,4,4,4,4,20,19.0
59784,0,1,0,21,0,0,1924,4,4,4,3,4,4,4,4,1,2,3,4,4,4,37,16.0
58243,1,0,0,20,0,1,1541,4,3,4,3,5,4,1,5,4,5,4,5,5,5,16,0.0
80607,0,1,1,52,0,1,1551,3,1,1,1,2,3,2,3,3,3,3,2,3,2,44,36.0
11156,0,1,1,29,1,1,1881,2,3,2,3,3,2,3,3,2,5,3,4,4,3,15,5.0
99254,1,0,1,48,0,0,792,4,4,4,4,3,4,2,4,4,4,4,2,4,4,0,0.0
46637,0,0,0,23,0,0,1877,2,2,2,2,2,2,2,2,1,1,1,3,3,2,0,0.0
40250,1,0,0,22,0,0,2265,0,0,0,3,3,0,3,3,2,3,5,2,2,3,26,3.0
84876,0,0,1,48,0,0,758,3,5,5,5,3,3,3,3,3,3,3,2,3,1,49,95.0
80608,0,0,1,50,0,1,735,3,2,2,2,2,3,2,3,3,3,3,2,3,4,42,34.0
26137,1,0,1,36,1,0,2305,4,4,4,4,5,5,4,5,5,5,5,5,5,5,0,6.0
4390,1,0,1,15,1,0,1763,0,5,0,3,1,0,1,1,1,5,5,3,5,1,85,112.0
13979,1,0,1,56,1,0,767,1,1,1,1,5,5,5,4,4,4,4,3,4,4,52,64.0
111019,1,1,1,54,0,0,2298,4,3,3,3,5,4,5,5,2,4,3,4,4,5,0,0.0
46509,0,1,0,36,0,0,2337,2,2,2,2,3,2,3,3,2,5,1,4,2,3,0,0.0
108298,1,0,1,38,0,0,2162,4,4,5,4,4,4,4,4,5,4,3,5,5,4,23,0.0
71212,1,1,1,53,0,0,2201,2,4,4,4,2,2,2,2,5,4,4,5,4,2,0,0.0
100752,1,1,1,40,0,0,1959,4,4,4,4,4,4,4,4,4,4,3,2,4,4,8,0.0
94345,1,0,1,48,0,0,2244,4,2,2,2,4,4,4,3,2,5,1,4,2,4,172,167.0
90579,1,0,1,49,0,0,564,4,2,2,2,5,3,3,4,4,4,4,3,4,1,45,40.0
15142,0,1,1,41,1,0,1853,2,4,2,4,2,2,2,2,5,5,5,3,4,2,23,24.0
101407,1,1,1,38,0,1,3191,5,5,5,5,5,4,4,4,4,4,4,5,4,5,2,0.0
15747,0,1,1,48,1,1,2250,2,4,2,5,2,4,4,5,3,4,5,4,4,4,174,
112522,1,0,1,28,0,0,1214,4,5,5,5,4,5,4,4,5,1,1,3,1,4,0,0.0
67518,0,0,1,38,0,0,1867,1,4,1,4,1,1,1,1,1,1,4,3,4,1,0,0.0
85982,0,0,1,55,0,1,2524,3,2,2,2,5,3,4,3,3,3,3,3,3,4,0,0.0
67808,0,1,1,36,0,1,274,1,1,5,1,3,4,3,1,1,1,1,2,1,4,0,0.0
76779,0,1,1,39,0,0,1423,2,3,3,3,2,2,2,2,3,3,3,1,4,2,0,0.0
55727,0,0,0,21,0,0,2116,3,4,3,2,4,3,4,4,2,5,4,3,2,4,0,0.0
2001,0,1,1,14,1,0,1853,1,2,1,3,4,1,4,4,1,2,2,1,2,4,0,0.0
39916,1,1,1,49,1,0,1752,5,5,5,4,3,5,3,3,4,5,5,5,4,3,0,5.0
112520,1,0,1,47,0,1,241,2,2,2,2,2,5,4,4,4,5,4,5,4,4,65,53.0
50139,0,0,0,41,0,0,2090,2,4,2,4,2,2,2,2,2,3,3,3,1,2,9,1.0
18974,1,0,1,33,1,0,1784,3,3,3,3,4,4,5,4,4,4,5,3,4,5,100,87.0
57279,1,1,0,22,0,1,1597,4,0,4,4,2,4,2,2,3,2,4,3,4,2,9,2.0
91471,1,1,1,20,0,1,3970,3,3,3,3,4,4,4,4,4,4,1,3,3,4,0,0.0
105873,1,0,1,37,0,0,1863,4,1,1,1,4,4,4,4,2,2,5,4,1,4,52,47.0
123252,1,0,1,41,0,1,3703,2,2,2,2,1,2,5,5,5,5,5,2,5,2,30,32.0
119040,1,0,1,22,0,1,2128,1,1,1,1,5,5,5,5,5,4,2,4,5,5,0,0.0
80849,1,1,1,39,0,0,2205,3,2,5,2,3,3,3,4,2,2,5,3,3,3,163,178.0
87854,1,0,1,20,0,1,2044,1,1,1,1,3,4,3,3,2,3,3,1,2,3,0,0.0
61850,1,1,0,23,0,0,1996,5,0,5,4,2,5,2,2,5,5,5,4,3,2,18,8.0
41180,0,1,0,40,0,0,1816,1,0,1,3,5,1,5,5,4,5,1,5,4,5,73,80.0
56447,0,1,0,27,0,0,1965,3,5,3,3,3,3,3,3,4,3,3,4,1,3,0,0.0
56399,0,0,0,27,0,0,1934,3,5,3,2,2,3,2,2,3,4,3,4,2,2,0,5.0
122964,1,1,1,51,0,1,3109,5,5,5,5,5,2,3,5,5,5,5,4,5,2,0,0.0
61419,1,0,0,20,0,0,1605,5,0,5,1,5,5,5,5,5,4,5,5,2,5,0,
43601,0,1,0,27,0,0,1459,1,2,1,4,2,1,2,2,4,4,3,3,4,2,0,0.0
74257,0,0,1,39,0,1,453,2,1,1,1,2,2,2,2,2,2,2,2,2,1,0,0.0
118890,1,1,1,30,0,1,3920,1,1,1,1,5,5,5,5,5,1,5,2,3,5,1,2.0
58152,0,0,0,22,0,0,1337,4,3,4,2,5,4,5,5,3,2,5,2,4,5,0,0.0
83070,0,0,1,31,0,1,1692,3,4,4,4,3,3,3,3,1,2,3,2,3,3,0,0.0
125009,1,1,1,58,0,0,1577,5,3,3,3,5,5,5,5,1,1,2,3,4,5,2,0.0
85677,0,0,1,39,0,1,468,3,1,1,1,3,4,4,3,3,3,3,3,3,2,5,0.0
616,1,1,1,25,1,0,1927,0,5,0,2,2,0,2,2,4,5,4,4,4,2,10,1.0
23715,1,0,1,60,1,0,529,4,4,4,4,3,4,5,5,5,5,5,5,5,3,0,0.0
27909,0,1,1,8,1,0,1563,3,4,3,5,3,3,3,3,5,5,3,4,4,3,45,29.0
14218,0,1,1,57,1,0,1748,2,4,2,3,2,2,1,2,4,3,5,4,5,2,6,0.0
35902,0,1,1,58,1,0,2169,4,4,4,4,4,1,3,5,3,5,4,3,4,3,146,125.0
9898,0,1,1,59,1,0,1457,2,2,2,3,5,2,5,5,3,2,4,2,3,5,0,0.0
18235,1,0,1,55,1,0,533,5,5,5,5,3,1,5,4,4,4,4,4,4,3,0,0.0
1336,0,1,1,32,1,0,1702,1,1,1,3,4,1,4,4,3,3,2,2,3,4,0,0.0
2722,0,1,1,50,1,0,1752,1,3,1,3,1,1,1,1,2,1,2,4,4,1,60,48.0
66170,0,1,1,57,0,0,1579,1,5,5,5,1,1,1,1,1,2,3,2,2,1,11,10.0
96195,1,1,1,38,0,1,3894,5,5,5,5,5,5,5,4,4,4,4,3,4,5,0,0.0
50670,0,1,0,16,0,0,1882,3,0,3,1,2,3,2,2,4,4,4,2,2,2,0,0.0
94220,1,0,1,50,0,0,320,4,5,5,5,1,4,1,4,4,4,4,2,4,1,0,0.0
32677,0,0,1,25,1,0,1548,4,1,4,4,1,4,1,1,4,4,3,3,3,1,80,69.0
11339,1,0,1,62,1,0,336,1,4,1,1,4,4,4,4,2,4,1,4,1,4,0,0.0
104264,1,0,1,30,0,1,5148,5,5,5,5,4,4,4,4,3,2,2,2,1,4,4,0.0
88849,1,1,1,23,0,1,1588,1,1,1,1,3,4,3,3,2,5,2,4,2,3,16,7.0
28823,0,1,1,37,1,0,2393,3,5,3,1,2,3,2,2,4,5,5,4,4,2,3,1.0
15618,0,0,1,68,1,0,2580,2,4,2,5,2,2,3,4,3,4,5,3,4,3,172,162.0
19430,1,0,1,48,1,1,780,2,2,2,2,4,5,5,5,5,4,5,1,5,5,14,2.0
5018,1,0,1,38,1,0,1796,4,4,4,4,2,5,5,2,2,2,2,4,2,3,46,47.0
46696,0,1,0,23,0,0,2351,2,2,2,2,5,2,5,5,3,2,2,4,1,5,10,15.0
95164,0,0,1,47,0,1,571,4,4,4,4,1,2,1,4,4,4,4,1,4,3,0,0.0
116381,1,1,1,34,0,0,1728,5,3,3,3,5,5,5,5,4,5,5,3,4,5,0,0.0
78409,1,1,1,29,0,1,4473,3,3,3,3,3,2,3,3,5,3,2,3,3,3,0,0.0
86681,1,0,1,28,0,1,2326,1,1,1,1,3,4,4,1,5,4,5,4,3,4,169,163.0
110427,1,0,1,46,0,0,570,4,5,5,5,1,2,4,5,5,4,5,5,5,3,0,0.0
44380,0,1,0,39,0,0,1789,1,5,1,1,2,1,2,2,5,3,5,3,3,2,38,26.0
68817,0,0,1,36,0,0,1443,1,3,2,3,1,1,1,1,4,5,3,3,4,1,56,44.0
114281,1,1,1,56,0,0,1719,5,3,3,3,5,5,5,5,2,2,3,1,2,5,0,1.0
27901,0,1,1,70,1,0,1752,3,4,3,5,3,3,3,3,3,4,5,5,4,3,0,0.0
33209,0,1,1,20,1,0,2191,4,2,4,4,3,4,3,3,1,1,3,4,3,3,0,0.0
22750,0,1,1,42,1,0,1708,3,3,3,1,5,3,5,5,5,1,1,5,1,5,26,11.0
102624,1,0,1,61,0,0,552,4,4,3,4,1,1,5,4,4,4,4,3,4,2,0,0.0
55332,0,0,0,22,0,0,1933,3,3,3,4,5,3,5,5,3,2,4,4,3,5,34,20.0
83903,0,0,1,27,0,0,1934,3,1,5,1,3,3,3,3,4,4,3,3,4,3,0,0.0
36393,0,1,1,23,1,1,1004,4,5,0,3,5,0,5,5,3,5,4,3,5,5,0,0.0
108821,1,0,1,36,0,1,253,4,4,4,4,4,1,5,5,5,4,4,4,5,3,0,13.0
113215,1,1,1,25,0,1,1886,3,3,3,3,5,5,4,5,3,5,3,1,1,5,0,0.0
97167,1,0,1,59,0,0,51,4,2,2,2,1,1,3,4,4,4,4,5,4,4,1,9.0
123274,1,1,1,39,0,0,1715,5,5,5,5,5,5,5,5,4,5,4,3,2,5,48,45.0
90716,1,0,1,48,0,0,268,4,2,2,2,1,3,1,4,4,4,4,2,4,5,0,30.0
91056,1,1,1,45,0,0,1639,4,4,4,4,4,4,4,4,1,4,2,2,5,4,0,0.0
89612,1,1,1,59,0,0,2009,4,2,2,2,4,4,4,4,2,5,5,4,2,4,90,119.0
113646,1,0,1,30,0,1,1869,5,5,4,5,5,5,4,5,4,1,3,3,3,5,0,0.0
124312,1,1,1,62,0,1,5516,4,4,4,4,5,5,5,3,4,1,5,5,2,5,172,171.0
57129,0,0,0,27,0,0,1940,4,0,4,3,2,4,2,2,2,5,4,2,1,2,0,0.0
111330,1,1,1,59,0,1,2845,2,2,2,2,3,3,2,5,5,5,3,3,5,3,0,0.0
77819,0,0,1,21,0,0,1729,2,1,1,1,2,2,3,2,4,1,4,4,4,2,14,13.0
127345,1,0,1,33,0,0,1872,5,1,1,1,5,5,5,5,2,2,2,3,5,5,0,3.0
104713,1,0,1,44,0,0,88,4,5,5,5,2,5,2,4,4,4,4,3,4,1,2,0.0
127872,1,0,1,52,0,1,1897,4,4,4,4,5,2,1,5,5,5,5,1,5,5,0,1.0
97162,1,1,1,59,0,0,1883,4,5,5,5,4,4,4,4,2,5,4,3,1,4,0,0.0
41947,0,1,0,62,0,0,1437,1,1,1,2,1,1,1,1,3,4,2,1,2,1,0,6.0
109093,1,0,1,39,0,1,2355,5,5,5,5,4,5,1,4,4,4,5,2,4,2,0,0.0
42687,0,0,0,23,0,0,1797,1,1,1,3,5,1,5,5,1,1,3,4,3,5,87,84.0
109889,1,1,1,77,0,1,2458,4,4,4,4,1,5,4,5,5,4,5,4,5,3,0,0.0
87632,1,0,1,35,0,0,1400,3,2,1,2,3,4,3,3,3,1,2,5,4,3,3,0.0
109569,1,0,1,31,0,1,5304,2,2,2,2,4,4,5,4,1,2,5,2,4,4,0,0.0
87652,1,1,1,21,0,1,3164,3,3,5,3,3,4,3,3,2,3,4,1,1,3,0,0.0
69535,0,1,1,45,0,1,3027,3,5,5,5,2,3,3,1,1,1,3,3,1,4,120,108.0
45692,0,0,0,20,0,0,1363,2,1,2,3,5,2,5,5,2,4,3,4,3,5,0,0.0
64156,1,0,1,33,0,0,1217,0,0,0,3,4,0,4,4,4,1,2,1,4,4,0,0.0
51523,0,1,0,24,0,0,1246,3,1,3,4,3,3,3,3,2,2,4,3,3,3,48,32.0
69187,0,1,1,33,0,1,3237,2,1,1,1,1,1,2,1,2,3,3,2,4,1,0,0.0
101144,0,0,1,37,0,0,1551,4,2,2,2,4,4,4,4,4,2,3,1,3,4,0,0.0
72334,0,0,1,59,0,0,81,2,4,4,4,5,3,3,2,2,2,2,3,2,4,0,0.0
65222,1,0,1,46,0,1,1635,0,4,0,3,4,1,3,5,5,2,2,2,5,4,0,0.0
68833,0,0,1,36,0,0,1707,1,3,3,3,1,1,1,1,2,3,4,3,4,1,0,0.0
55368,0,1,0,15,0,0,1877,3,3,3,4,2,3,2,2,1,5,4,2,3,2,0,0.0
73274,0,1,1,48,0,0,1752,2,5,5,5,2,2,2,2,1,4,2,2,2,2,0,0.0
54356,0,1,0,37,0,0,1852,3,3,3,3,3,3,3,2,2,3,3,3,2,3,152,163.0
113430,1,1,1,51,0,1,89,1,1,1,1,4,3,5,5,5,5,4,3,5,5,16,16.0
88492,1,0,1,57,0,0,70,4,2,2,2,2,1,4,3,3,4,3,3,3,3,0,0.0
109352,1,0,1,37,0,1,3433,1,1,1,1,5,4,4,4,4,4,5,4,4,3,0,0.0
20975,1,0,1,17,1,0,1789,2,2,2,2,4,4,5,5,5,5,4,4,5,4,0,0.0
9492,1,0,1,65,1,0,228,2,2,2,2,4,4,4,4,5,5,4,5,5,4,1,0.0
36846,1,1,1,52,1,0,1520,4,5,4,1,5,4,5,5,1,3,2,4,4,5,0,0.0
15810,0,1,1,56,1,0,1716,2,4,2,5,4,2,4,4,3,5,2,4,5,4,0,0.0
32363,0,0,1,38,1,0,1822,4,1,4,2,5,4,5,5,4,2,3,2,3,5,0,0.0
2458,1,0,1,36,1,0,1823,5,2,5,3,4,5,4,4,2,4,3,1,4,4,15,30.0
21367,1,0,1,60,1,0,224,4,4,4,4,5,4,5,5,5,5,5,1,5,1,0,0.0
1630,1,0,1,17,1,0,1368,4,4,4,1,4,4,4,4,4,4,4,4,4,5,0,0.0
35491,0,0,1,52,1,0,269,4,4,4,3,5,3,3,5,5,4,5,4,5,3,0,0.0
22039,0,1,1,14,1,0,1574,3,2,3,3,3,3,3,3,3,5,4,1,4,3,107,104.0
49487,0,0,0,24,0,0,829,2,3,2,3,5,2,5,5,4,2,4,3,4,5,57,52.0
58508,0,0,0,38,0,0,1988,4,4,4,1,4,4,4,4,4,2,1,2,4,4,0,0.0
67969,0,1,1,64,0,0,1735,1,4,3,4,1,1,1,1,2,1,4,3,3,1,13,14.0
64760,1,0,1,30,0,0,1095,0,0,0,5,3,0,3,3,3,2,5,1,4,3,0,5.0
61900,1,0,0,18,0,0,1188,5,0,5,4,2,5,4,2,4,5,3,1,5,2,0,0.0
2006,1,0,1,63,1,0,248,4,5,4,1,2,4,2,2,3,3,5,4,5,2,0,0.0
36853,1,1,1,49,1,0,1388,4,5,4,1,4,4,4,4,4,4,4,5,5,4,0,0.0
58393,1,0,0,48,0,0,1594,4,4,4,1,4,4,4,4,4,5,1,5,1,4,74,109.0
124445,1,0,1,45,0,1,1763,3,3,3,3,3,5,5,5,5,5,5,4,5,5,0,3.0
15961,1,0,1,47,1,1,322,4,4,4,4,3,5,4,4,4,4,4,4,4,3,0,0.0
111280,1,0,1,31,0,1,1394,4,4,2,4,5,5,3,5,3,3,1,2,4,5,12,9.0
64250,1,1,1,51,0,1,3381,0,0,0,3,2,5,3,4,4,4,4,1,4,3,31,24.0
104240,1,0,1,47,0,0,305,4,3,3,3,2,4,2,4,4,4,4,2,4,3,0,0.0
59113,0,1,0,29,0,0,1368,4,4,4,2,3,4,3,3,4,3,2,5,3,3,0,0.0
53708,0,1,0,37,0,1,1739,3,3,3,3,5,3,5,5,1,2,4,4,4,5,0,0.0
45087,0,1,0,20,0,0,1124,2,0,2,4,4,2,1,4,5,1,3,4,5,4,0,0.0
61619,1,1,0,21,0,0,980,5,0,5,2,1,5,1,1,4,2,4,4,3,1,0,0.0
76317,0,0,1,27,0,1,4574,2,4,5,4,2,2,2,2,1,3,4,4,4,2,0,0.0
54340,0,1,0,34,0,0,1924,3,3,3,3,1,3,1,1,1,5,3,4,4,1,0,0.0
83727,0,1,1,31,0,0,1605,3,1,1,1,3,3,3,3,4,3,4,3,4,3,0,0.0
17502,0,1,1,48,1,0,2263,2,5,2,2,1,2,1,1,3,4,3,3,3,1,3,0.0
15392,1,0,1,29,1,0,1227,2,2,2,2,3,4,5,4,4,4,4,5,4,3,0,0.0
36491,0,1,1,30,1,0,1091,4,5,3,2,5,3,5,5,5,5,1,3,2,5,0,0.0
33272,0,1,1,65,1,0,1850,4,2,4,4,4,5,5,4,3,3,3,5,2,5,169,164.0
43314,0,0,0,48,0,0,2138,1,1,1,5,4,1,3,4,5,3,3,1,1,4,15,0.0
128495,1,0,1,49,0,0,344,5,2,2,2,5,5,3,5,5,5,5,1,5,4,0,0.0
82710,1,0,1,44,0,0,255,3,4,3,4,3,1,2,3,3,3,3,3,3,4,16,4.0
126132,1,1,1,45,0,0,2042,5,2,2,2,5,5,5,5,5,2,2,4,3,5,12,5.0
80711,0,0,1,24,0,1,1599,3,5,5,5,3,3,3,3,3,4,2,1,3,3,2,2.0
104907,1,0,1,51,0,1,2207,3,3,3,3,4,1,2,4,4,4,4,5,4,2,0,0.0
41038,0,1,0,39,0,0,1592,1,0,1,1,4,1,4,4,2,1,1,3,5,4,0,
78865,1,1,1,50,0,1,598,4,4,4,4,4,3,3,2,2,3,2,4,2,5,0,0.0
80040,0,0,1,38,0,0,1580,3,1,1,1,3,3,3,3,1,1,2,2,1,3,66,53.0
107993,1,1,1,42,0,1,3115,1,1,1,1,1,3,4,4,4,4,4,5,4,5,0,0.0
100296,1,0,1,32,0,1,5157,3,3,3,3,4,4,4,4,2,5,2,2,4,4,0,0.0
50627,0,1,0,25,0,1,1681,3,0,3,1,3,3,3,3,5,2,5,3,5,3,0,0.0
58727,0,0,0,23,0,0,2103,4,4,4,1,4,4,4,4,3,5,1,5,4,4,87,81.0
120182,1,0,1,41,0,1,3241,1,1,1,1,5,2,3,5,5,5,5,4,5,2,0,0.0
59973,0,1,0,21,0,0,1549,4,4,4,3,5,4,5,5,3,5,4,2,4,5,0,0.0
106873,1,1,1,36,0,1,3796,3,3,3,3,1,3,3,4,4,4,4,3,4,1,1,1.0
57157,1,0,0,30,0,0,1868,4,0,4,3,2,4,2,2,1,5,3,3,2,2,0,0.0
65695,1,0,1,63,0,1,2931,0,5,0,4,1,2,3,1,1,1,1,4,1,3,0,0.0
102329,1,1,1,50,0,1,3453,1,1,1,1,2,4,2,4,4,4,4,1,4,5,0,0.0
68935,0,1,1,38,0,1,2788,1,4,4,4,5,3,3,1,1,1,1,1,1,1,0,0.0
64523,1,0,1,32,0,0,1688,0,0,0,4,4,0,5,4,1,2,1,5,5,4,0,0.0
90834,1,0,1,47,0,0,80,4,1,1,1,3,1,3,4,4,4,4,4,4,3,0,0.0
49294,0,0,0,25,0,0,1888,2,3,2,1,5,2,5,5,1,1,2,5,4,5,0,0.0
7561,1,0,1,43,1,0,319,2,2,2,2,3,5,5,3,3,4,3,5,3,5,0,9.0
26652,0,1,1,54,1,0,1930,3,4,3,3,1,3,1,1,3,5,4,4,4,1,41,30.0
27978,0,1,1,66,1,0,1921,3,4,3,5,2,3,2,2,3,3,3,4,5,2,0,0.0
2367,0,1,1,65,1,0,1246,1,3,0,3,4,0,4,4,2,3,3,1,4,4,0,0.0
10050,0,1,1,67,1,0,1621,2,2,2,3,5,2,5,5,1,5,4,3,3,5,38,26.0
16964,1,0,1,54,1,0,77,5,5,5,5,4,5,4,4,4,4,4,2,4,5,0,0.0
15468,1,0,1,26,1,0,949,3,3,3,3,4,4,4,4,4,4,5,5,4,4,0,0.0
116155,1,1,1,37,0,0,1033,5,2,5,2,5,5,5,5,5,5,1,4,5,5,0,0.0
120900,1,1,1,56,0,0,1645,5,2,2,2,5,5,5,5,5,4,1,3,4,5,9,0.0
107024,1,1,1,67,0,0,1165,4,4,4,4,4,4,4,4,1,4,4,1,4,4,0,0.0
14613,0,1,1,50,1,0,1766,2,4,2,3,3,2,3,3,5,3,5,4,4,3,0,0.0
15464,1,0,1,49,1,0,75,2,2,2,2,3,4,5,4,4,4,4,5,4,4,0,0.0
52947,0,1,0,33,0,1,2128,3,3,3,2,2,3,2,2,4,3,5,3,4,2,0,0.0
110119,1,0,1,45,0,1,502,2,2,2,2,2,5,4,5,5,4,5,5,5,4,0,0.0
122050,1,0,1,39,0,1,1698,2,2,4,2,5,4,4,5,5,5,5,4,5,5,0,0.0
41641,0,1,0,26,0,1,1592,1,1,1,1,5,1,5,5,4,5,4,4,4,5,0,70.0
10790,0,1,1,12,1,1,2198,2,3,2,2,1,2,1,1,1,3,5,3,2,1,0,0.0
110839,1,0,1,53,0,1,2532,2,2,5,2,1,5,1,5,5,4,5,3,5,5,0,0.0
44542,0,1,0,35,0,0,1552,2,0,1,3,3,1,1,3,5,1,5,4,3,3,34,29.0
122049,1,1,1,44,0,1,856,3,3,3,3,1,2,1,5,5,5,5,5,5,3,2,0.0
55105,0,0,0,30,0,0,1994,3,3,3,4,1,3,1,1,1,3,4,1,4,1,0,0.0
89040,1,0,1,25,0,0,2120,4,1,1,1,4,4,3,4,1,1,2,2,5,4,0,0.0
43995,0,1,0,26,0,0,1621,1,3,1,4,3,1,3,3,1,3,4,2,3,3,50,54.0
87604,1,1,1,39,0,1,440,3,3,3,3,1,5,3,3,3,4,3,5,3,1,0,10.0
52535,0,1,0,21,0,0,1929,3,3,3,1,5,3,5,5,4,1,2,1,1,5,0,0.0
24527,0,1,1,32,1,0,2294,3,4,3,1,4,3,4,4,5,2,5,4,5,4,2,0.0
36170,0,1,1,64,1,0,1617,4,4,4,5,3,4,3,3,2,3,1,2,1,3,0,0.0
94225,1,0,1,49,0,0,680,4,3,3,3,5,3,2,4,4,4,4,5,4,1,0,0.0
111274,1,1,1,12,0,0,2135,5,1,1,1,5,5,3,5,2,1,3,4,4,5,0,0.0
45873,0,0,0,48,0,1,1781,2,2,2,1,3,2,4,3,4,4,4,5,4,3,2,0.0
52422,0,0,0,24,0,0,1891,3,3,3,1,5,3,4,5,4,1,5,1,1,5,0,0.0
121298,1,1,1,54,0,1,1094,1,1,1,1,3,4,5,5,5,5,5,4,5,5,0,0.0
11500,1,0,1,32,1,0,2230,4,1,1,1,3,2,5,4,4,4,4,4,4,2,27,4.0
16549,1,0,1,57,1,0,1039,3,3,3,3,5,2,1,4,4,4,4,1,4,3,0,0.0
54160,0,0,0,27,0,0,2840,3,3,3,3,3,3,3,3,4,1,3,3,3,3,0,0.0
34699,1,1,1,28,1,0,2087,4,4,4,2,4,4,5,4,5,2,4,3,4,4,0,0.0
87271,0,1,1,11,0,0,2009,4,4,5,4,4,4,1,4,3,1,3,1,4,4,0,0.0
110023,1,1,1,31,0,1,3669,4,4,4,4,5,4,5,5,4,1,4,1,4,5,3,0.0
109757,1,0,1,35,0,1,2540,1,1,1,1,4,5,5,3,4,5,1,5,2,5,167,162.0
104163,1,1,1,57,0,1,834,2,2,3,2,5,2,1,4,4,4,4,5,4,4,0,0.0
68369,0,0,1,28,0,1,2022,1,3,3,3,1,1,1,1,4,3,3,1,3,1,8,3.0
26091,1,0,1,61,1,0,860,4,4,4,4,5,4,5,5,5,5,5,3,5,5,15,6.0
113718,1,0,1,10,0,0,1724,5,3,2,2,5,5,4,5,1,5,4,5,5,5,0,0.0
20203,0,1,1,21,1,0,2972,3,0,3,4,4,3,4,4,4,2,3,2,4,4,10,5.0
91937,1,0,1,38,0,0,2313,4,4,4,4,4,4,4,4,1,1,1,2,3,4,30,14.0
27210,1,0,1,24,1,0,2421,2,2,2,2,5,5,5,5,5,5,5,3,5,5,107,99.0
53742,0,0,0,36,0,1,1906,3,3,3,3,3,3,3,3,4,4,5,3,5,3,29,17.0
20968,0,1,1,50,1,1,273,3,1,3,3,5,4,4,1,1,3,1,4,1,2,89,77.0
109224,1,0,1,28,0,1,1599,3,3,3,3,4,4,5,4,1,4,3,2,2,4,0,2.0
124022,1,0,1,58,0,1,346,4,4,3,4,3,4,4,5,5,5,5,4,5,5,0,0.0
78488,0,1,1,15,0,1,3952,4,1,1,1,2,2,4,2,1,2,4,1,3,2,0,0.0
102050,0,1,1,43,0,1,2989,4,1,4,1,3,3,4,4,4,4,4,4,4,1,0,0.0
89222,1,0,1,57,0,1,3888,4,4,4,4,3,1,2,5,5,4,3,5,5,5,0,1.0
86080,0,0,1,58,0,1,1903,3,3,3,3,5,4,4,3,3,3,3,1,3,4,0,0.0
102046,1,0,1,74,0,1,3310,2,2,2,2,2,1,4,4,4,4,4,3,4,5,0,0.0
35454,0,0,1,61,1,0,326,4,4,4,3,4,4,5,5,5,4,5,5,5,5,52,34.0
